"gene","sample","expression"
"Folh1","GSM2545380",1031
"Ubfd1","GSM2545380",2604
"Gpx3","GSM2545380",1146
"C4b","GSM2545380",1107
"Mdfi","GSM2545380",423
"Nucb2","GSM2545380",353
"Clip4","GSM2545380",1908
"Tipin","GSM2545380",1147
"Amy1","GSM2545380",1452
"Efhd1","GSM2545380",1492
"Smim15","GSM2545380",1990
"Zfp658","GSM2545380",706
"E2f6","GSM2545380",1748
"Lix1","GSM2545380",353
"Coq4","GSM2545380",294
"Otoa","GSM2545380",90
"Mex3a","GSM2545380",137
"Tmem132c","GSM2545380",1730
"Dclk1","GSM2545380",15251
"Eml2","GSM2545380",5032
"Glyr1","GSM2545380",10355
"Gm1976","GSM2545380",597
"Smyd3","GSM2545380",1835
"Dcaf8","GSM2545380",9298
"Lias","GSM2545380",1453
"Msn","GSM2545380",2587
"Timmdc1","GSM2545380",565
"H2-Q6","GSM2545380",84
"Asic3","GSM2545380",95
"Col5a3","GSM2545380",631
"Stx3","GSM2545380",3841
"AW046200","GSM2545380",91
"Hsf1","GSM2545380",1372
"Colq","GSM2545380",128
"Rcor3","GSM2545380",1719
"Slc6a20a","GSM2545380",1277
"Prps1","GSM2545380",3029
"Keap1","GSM2545380",2836
"Tap2","GSM2545380",516
"Slc16a7","GSM2545380",1117
"Eif2b3","GSM2545380",774
"Flywch1","GSM2545380",16926
"Amigo2","GSM2545380",1288
"Hspd1","GSM2545380",7094
"Sost","GSM2545380",13
"Gm8615","GSM2545380",10
"Kcnk13","GSM2545380",100
"Tspyl2","GSM2545380",6955
"Spsb3","GSM2545380",3814
"Gm8493","GSM2545380",15
"Fgf22","GSM2545380",137
"Slc6a6","GSM2545380",7291
"Xist","GSM2545380",41296
"Ddx3y","GSM2545380",2
"Eif2s3y","GSM2545380",0
"Kdm5d","GSM2545380",0
"Uty","GSM2545380",0
"Eif2s3x","GSM2545380",2673
"Kdm6a","GSM2545380",3583
"Casp12","GSM2545380",438
"Ddx3x","GSM2545380",29562
"Prl2c3","GSM2545380",122
"Casp1","GSM2545380",117
"Pbdc1","GSM2545380",473
"Kdm5c","GSM2545380",4682
"Ctxn2","GSM2545380",177
"Ldoc1","GSM2545380",404
"Gpr179","GSM2545380",61
"Pou4f1","GSM2545380",47
"Tmprss3","GSM2545380",80
"Prl2c2","GSM2545380",31
"Slc35b1","GSM2545380",1880
"Myoc","GSM2545380",316
"Cartpt","GSM2545380",24
"Tchh","GSM2545380",107
"H2-Q2","GSM2545380",37
"Ascl1","GSM2545380",181
"Crhr1","GSM2545380",2762
"Gm4017","GSM2545380",10
"Impg1","GSM2545380",66
"Rxfp3","GSM2545380",28
"AI504432","GSM2545380",1100
"Mpo","GSM2545380",6
"Oxtr","GSM2545380",30
"Usp2","GSM2545380",5069
"Lor","GSM2545380",17
"Srrm4","GSM2545380",3890
"Slc35g1","GSM2545380",239
"Tceal6","GSM2545380",1490
"Dach2","GSM2545380",95
"Lgr6","GSM2545380",302
"Kcna4","GSM2545380",260
"Zfyve28","GSM2545380",4043
"Hps4","GSM2545380",722
"Ucp3","GSM2545380",156
"Mettl17","GSM2545380",831
"Atg9b","GSM2545380",72
"Usp3","GSM2545380",5385
"Acta2","GSM2545380",274
"Wdr24","GSM2545380",672
"Zw10","GSM2545380",1664
"Ubtd2","GSM2545380",3151
"Slc6a4","GSM2545380",7
"Cog1","GSM2545380",1978
"S100a9","GSM2545380",205
"Nadk","GSM2545380",2577
"Col6a1","GSM2545380",645
"Susd2","GSM2545380",200
"Fam53b","GSM2545380",2636
"Npas1","GSM2545380",21
"Rhbdf1","GSM2545380",594
"Cacnb1","GSM2545380",963
"Zfp579","GSM2545380",744
"Dtx4","GSM2545380",1108
"Chrm3","GSM2545380",130
"Plcl2","GSM2545380",2008
"Ptprj","GSM2545380",4100
"Cyhr1","GSM2545380",5680
"Stx5a","GSM2545380",2761
"Smim8","GSM2545380",577
"Pappa2","GSM2545380",3
"Stbd1","GSM2545380",30
"Rln3","GSM2545380",0
"Ldlr","GSM2545380",1235
"Bmp2","GSM2545380",61
"Itga10","GSM2545380",219
"Unc45a","GSM2545380",1612
"Hap1","GSM2545380",3717
"Gm35339","GSM2545380",225
"Serpinb8","GSM2545380",95
"Tmem200c","GSM2545380",245
"Ngb","GSM2545380",121
"Myh11","GSM2545380",244
"Ass1","GSM2545380",766
"Ccdc28b","GSM2545380",2399
"Vsx2","GSM2545380",3
"Klhl1","GSM2545380",320
"Slit1","GSM2545380",216
"Rbm10","GSM2545380",2853
"Sgk1","GSM2545380",8533
"Zbtb24","GSM2545380",859
"Kif5a","GSM2545380",37698
"Alox8","GSM2545380",122
"Rgcc","GSM2545380",346
"Olfr1033","GSM2545380",53
"Lrrn4","GSM2545380",12
"Trim59","GSM2545380",719
"Pnma2","GSM2545380",311
"Arc","GSM2545380",761
"Lypd6b","GSM2545380",221
"Prkar2b","GSM2545380",732
"Gabrd","GSM2545380",6891
"Sh3gl1","GSM2545380",1836
"Rab9b","GSM2545380",1075
"Slc9a2","GSM2545380",233
"Gata3","GSM2545380",53
"Rnd3","GSM2545380",568
"Tdgf1","GSM2545380",412
"Tph2","GSM2545380",34
"Gprc5c","GSM2545380",2887
"Syt16","GSM2545380",249
"Cdyl","GSM2545380",553
"St8sia2","GSM2545380",71
"Usp19","GSM2545380",6279
"Foxj2","GSM2545380",2530
"Wdfy2","GSM2545380",1939
"Fibcd1","GSM2545380",88
"Hs3st4","GSM2545380",173
"Rab27b","GSM2545380",488
"Gm4988","GSM2545380",166
"Hebp1","GSM2545380",191
"Mrgpre","GSM2545380",157
"Slc22a4","GSM2545380",2891
"Txndc11","GSM2545380",1696
"Pgr15l","GSM2545380",9
"Evpl","GSM2545380",65
"Pax7","GSM2545380",43
"Trim65","GSM2545380",188
"Gm33533","GSM2545380",15
"Otof","GSM2545380",93
"Alk","GSM2545380",46
"Acap3","GSM2545380",3781
"Erdr1","GSM2545380",747
"Kcnq5","GSM2545380",136
"Msln","GSM2545380",108
"Tbc1d20","GSM2545380",1496
"Slc16a10","GSM2545380",316
"Errfi1","GSM2545380",2648
"Nr2e1","GSM2545380",14
"Gpr149","GSM2545380",9
"Plcxd1","GSM2545380",232
"Lrch3","GSM2545380",4485
"Morc2b","GSM2545380",101
"Elfn1","GSM2545380",109
"Rnf180","GSM2545380",362
"Pcdhb8","GSM2545380",168
"Creg2","GSM2545380",493
"Erich3","GSM2545380",788
"Rpp25","GSM2545380",217
"Fgfr1","GSM2545380",7619
"Sfrp2","GSM2545380",44
"Rprm","GSM2545380",67
"Tmem120b","GSM2545380",679
"Tpra1","GSM2545380",1793
"Igsf9","GSM2545380",20
"Jakmip1","GSM2545380",999
"Hsf4","GSM2545380",285
"Pcbd1","GSM2545380",146
"Rasgrf2","GSM2545380",800
"Dgkk","GSM2545380",70
"Paxip1","GSM2545380",2088
"Smtn","GSM2545380",248
"Cmpk2","GSM2545380",814
"Drd4","GSM2545380",45
"Samd11","GSM2545380",36
"Magel2","GSM2545380",77
"Csrnp3","GSM2545380",1921
"Zfp941","GSM2545380",897
"Lrrc1","GSM2545380",815
"Tmie","GSM2545380",311
"Pcdh8","GSM2545380",157
"Glra2","GSM2545380",274
"Gpatch8","GSM2545380",5778
"Slc6a16","GSM2545380",17
"Grm7","GSM2545380",903
"Ybx3","GSM2545380",1884
"Tenm3","GSM2545380",849
"Npffr1","GSM2545380",14
"Slc39a11","GSM2545380",414
"Otp","GSM2545380",1
"Hoga1","GSM2545380",91
"Egfl6","GSM2545380",15
"Plch2","GSM2545380",7525
"Pde11a","GSM2545380",76
"Zfp335","GSM2545380",1674
"Gpr61","GSM2545380",245
"Tox","GSM2545380",123
"Gabrr1","GSM2545380",39
"Jun","GSM2545380",2819
"Cox7b2","GSM2545380",30
"Mn1","GSM2545380",250
"Tmem130","GSM2545380",3865
"Dusp11","GSM2545380",6499
"Tmem91","GSM2545380",129
"Rbms2","GSM2545380",1066
"Inpp5j","GSM2545380",6617
"Vstm2a","GSM2545380",1200
"C1qtnf2","GSM2545380",44
"Ctns","GSM2545380",1151
"Smarcd2","GSM2545380",3930
"Dbpht2","GSM2545380",73
"Ltbp2","GSM2545380",2387
"Drd1","GSM2545380",23
"Dact2","GSM2545380",251
"E4f1","GSM2545380",1351
"Zfp598","GSM2545380",2913
"Zcchc12","GSM2545380",1029
"Zfp263","GSM2545380",1556
"Tspyl3","GSM2545380",721
"Arhgap10","GSM2545380",831
"Plxnb2","GSM2545380",5868
"Doc2a","GSM2545380",196
"Tmem29","GSM2545380",626
"Dpf2","GSM2545380",3027
"Foxl2os","GSM2545380",32
"Slc47a1","GSM2545380",321
"Nap1l5","GSM2545380",27057
"Mapk7","GSM2545380",1324
"Grem2","GSM2545380",192
"Pcdh10","GSM2545380",1762
"Nol3","GSM2545380",285
"Gpr83","GSM2545380",74
"Nrsn2","GSM2545380",2866
"Prss16","GSM2545380",29
"Pcdh18","GSM2545380",116
"Emx2","GSM2545380",10
"Ccdc81","GSM2545380",56
"Rwdd2a","GSM2545380",445
"Mpped1","GSM2545380",316
"Galnt7","GSM2545380",2321
"S100a8","GSM2545380",184
"Mau2","GSM2545380",5515
"Ptpn23","GSM2545380",2634
"Sstr1","GSM2545380",157
"Wdfy4","GSM2545380",41
"Anxa3","GSM2545380",643
"C3","GSM2545380",54
"Tead4","GSM2545380",257
"Clvs2","GSM2545380",404
"Gaa","GSM2545380",8015
"Zfp219","GSM2545380",5451
"Bves","GSM2545380",10
"Tmem161a","GSM2545380",1009
"Unc5d","GSM2545380",801
"Cd180","GSM2545380",53
"Scml4","GSM2545380",28
"Stk38","GSM2545380",2494
"Sox17","GSM2545380",246
"Srsf9","GSM2545380",1369
"Herpud1","GSM2545380",3783
"Hmbs","GSM2545380",566
"Gm2824","GSM2545380",46
"Mir1901","GSM2545380",35
"Adamts19","GSM2545380",10
"Zfp36l1","GSM2545380",1317
"Impact","GSM2545380",8998
"Trmt6","GSM2545380",1977
"Plekhm1","GSM2545380",1612
"Basp1","GSM2545380",1421
"Grid1","GSM2545380",1229
"Zdbf2","GSM2545380",460
"Tal1","GSM2545380",151
"Raf1","GSM2545380",4481
"Pgpep1l","GSM2545380",16
"Fzd4","GSM2545380",1067
"Tfdp1","GSM2545380",2092
"Pdzrn4","GSM2545380",78
"Ier3","GSM2545380",627
"Mir378a","GSM2545380",5
"Magee2","GSM2545380",95
"Plekhg2","GSM2545380",243
"Boc","GSM2545380",4112
"Ddx39b","GSM2545380",6589
"H2-T24","GSM2545380",95
"Insm1","GSM2545380",27
"Vstm5","GSM2545380",120
"Kctd4","GSM2545380",128
"Oprm1","GSM2545380",151
"Zfand6","GSM2545380",2952
"Cx3cl1","GSM2545380",2765
"Tacr3","GSM2545380",77
"Gpr4","GSM2545380",147
"Ptgis","GSM2545380",171
"Ccdc28a","GSM2545380",463
"Ido2","GSM2545380",18
"Elfn2","GSM2545380",1139
"Ngp","GSM2545380",105
"Ptpro","GSM2545380",323
"Neto1","GSM2545380",218
"Col6a2","GSM2545380",423
"Fev","GSM2545380",4
"Mmab","GSM2545380",745
"Resp18","GSM2545380",1008
"Amn","GSM2545380",32
"Tmem132b","GSM2545380",676
"St6gal2","GSM2545380",220
"Tbc1d25","GSM2545380",794
"Pdcd2l","GSM2545380",767
"Acot3","GSM2545380",25
"Gm5468","GSM2545380",9
"Atg16l1","GSM2545380",2362
"Rpl14-ps1","GSM2545380",42
"Glra3","GSM2545380",174
"Plekhh3","GSM2545380",2106
"Pcdhga1","GSM2545380",140
"Gm9899","GSM2545380",1235
"Eps8l1","GSM2545380",283
"Serpina3g","GSM2545380",25
"Pcdh17","GSM2545380",1362
"Riok3","GSM2545380",4470
"Dcaf12l2","GSM2545380",15
"Ankrd6","GSM2545380",624
"Dhrs11","GSM2545380",557
"Zdhhc22","GSM2545380",279
"Hmgb3","GSM2545380",594
"Mid1","GSM2545380",196
"Celf3","GSM2545380",1825
"Akap5","GSM2545380",250
"Phlda3","GSM2545380",517
"Arfgap2","GSM2545380",4614
"Gabpb1","GSM2545380",1448
"Mybpc1","GSM2545380",3210
"Nfkbia","GSM2545380",1554
"Gabra3","GSM2545380",1051
"Gtpbp2","GSM2545380",2703
"Ptgdr","GSM2545380",20
"Myh15","GSM2545380",19
"Ciz1","GSM2545380",1640
"Tmem62","GSM2545380",3193
"Pan3","GSM2545380",5488
"Pld3","GSM2545380",3206
"Trim3","GSM2545380",8394
"Spata2l","GSM2545380",603
"Gm2223","GSM2545380",27
"Dnah1","GSM2545380",69
"Pnoc","GSM2545380",120
"Dzank1","GSM2545380",9973
"Safb2","GSM2545380",2941
"Rnf128","GSM2545380",1280
"Jpx","GSM2545380",413
"Il16","GSM2545380",7750
"Slc26a7","GSM2545380",372
"Rspo1","GSM2545380",24
"Hcfc2","GSM2545380",1902
"Gm35315","GSM2545380",96
"Tyrp1","GSM2545380",8
"Pank4","GSM2545380",1991
"Ngef","GSM2545380",713
"Llgl1","GSM2545380",3269
"Usp12","GSM2545380",2968
"Ppp2r2d","GSM2545380",3035
"Zfp677","GSM2545380",142
"Heyl","GSM2545380",134
"Sin3b","GSM2545380",2563
"Sidt1","GSM2545380",2320
"Spin2c","GSM2545380",175
"Wasf2","GSM2545380",1341
"Tmem14a","GSM2545380",703
"Cntnap5a","GSM2545380",584
"Ccm2l","GSM2545380",172
"Sema3e","GSM2545380",621
"Il18bp","GSM2545380",334
"Slc35f1","GSM2545380",1318
"Best1","GSM2545380",50
"Pde8b","GSM2545380",892
"Htr7","GSM2545380",98
"Cfap57","GSM2545380",18
"Sgsm1","GSM2545380",4916
"Scn3b","GSM2545380",311
"Mark3","GSM2545380",3863
"Acsl5","GSM2545380",708
"Qpct","GSM2545380",156
"Iqcc","GSM2545380",740
"Noc2l","GSM2545380",2658
"Slc25a27","GSM2545380",4465
"Kdm4b","GSM2545380",3619
"Pde1b","GSM2545380",1827
"Pcdha10","GSM2545380",68
"Gja5","GSM2545380",18
"Irs4","GSM2545380",14
"Mamdc4","GSM2545380",98
"Mthfd2l","GSM2545380",371
"Lrrtm1","GSM2545380",297
"Tacr1","GSM2545380",75
"Lmo3","GSM2545380",321
"Psg16","GSM2545380",1055
"Abcc8","GSM2545380",2346
"Epc1","GSM2545380",3293
"Slc6a7","GSM2545380",578
"Col4a5","GSM2545380",336
"Gm8013","GSM2545380",2
"Clpx","GSM2545380",2426
"Dffb","GSM2545380",532
"Senp3","GSM2545380",2652
"Hhex","GSM2545380",47
"Per2","GSM2545380",2458
"Rnpep","GSM2545380",1478
"Ttll1","GSM2545380",773
