	A32_Cntrl	A36_Cntrl	A37_Cntrl	A39_Cntrl	A50_Cntrl	A33_KO	A35_KO	A51_KO
ENSMUSG00000023755.9	0.630139749371125	2.74103954100406	4.10882544841355	4.34467800548213	1.12581644470583	0.963153180101469	0	3.28218989229694
ENSMUSG00000023764.14	175.808990074544	196.441167105291	260.225611732858	291.093426367303	329.864218298807	162.772887437148	150.0256184742	203.49577332241
ENSMUSG00000023781.2	0	4.56839923500676	0	0.868935601096425	1.12581644470583	10.5946849811162	8.22058183420275	15.3168861640524
ENSMUSG00000023791.10	32.1371272179274	67.6123086781001	52.0451223465716	29.5438104372785	43.9068413435272	23.1156763224353	33.9099000660864	10.9406329743231
ENSMUSG00000023800.10	72.4660711776794	44.7703125030663	136.960848280452	98.1897229238961	91.1911320211719	182.035951039178	127.419018430143	251.634558409432
ENSMUSG00000023802.4	0	0.913679847001353	0	0	0	0	0	0
ENSMUSG00000023805.12	690.633165310753	677.036766628002	556.061044018634	533.526459073205	482.975254778799	550.92361901804	681.280719509553	729.740219387353
ENSMUSG00000023806.9	5.041117994969	0.913679847001353	0	4.34467800548213	9.00653155764661	2.88945954030441	2.05514545855069	15.3168861640524
ENSMUSG00000023809.9	44.7399222053499	57.5618303610852	65.7412071746168	75.597397295389	29.2712275623515	40.4524335642617	20.5514545855069	21.8812659486463
ENSMUSG00000023826.10	375.56329062519	363.644579106538	332.814861321497	284.141941558531	368.141977418805	281.240728589629	219.900564064924	242.882052029974
ENSMUSG00000023827.4	26.4658694735872	43.8566326560649	64.3715986918123	81.679946503064	50.6617400117622	23.1156763224353	40.0753364417384	86.4310004971528
ENSMUSG00000023828.2	3.15069874685562	0.913679847001353	0	1.73787120219285	1.12581644470583	0	4.11029091710138	0
ENSMUSG00000023829.8	2.5205589974845	1.82735969400271	4.10882544841355	0	4.5032657788233	3.85261272040588	13.3584454805795	0
ENSMUSG00000023830.9	650.934361100372	638.662213053946	714.935628023957	747.284616942926	806.084574409371	1133.63129297943	1130.33000220288	1214.41026014987
ENSMUSG00000023832.9	3.78083849622675	0.913679847001353	0	1.73787120219285	1.12581644470583	0	5.13786364637672	2.18812659486463
ENSMUSG00000023845.6	464.412995286519	332.579464308492	254.74717780164	198.986252651081	215.030940938813	845.64849212909	472.683455466658	508.739433306026
ENSMUSG00000023852.9	332.713787667954	207.405325269307	208.180489386286	234.612612296035	213.905124494107	679.986145151637	624.764219399409	578.759484341694
ENSMUSG00000023861.13	87.5894251625864	88.6269451591312	79.4372920026619	75.597397295389	72.0522524611729	130.025679313698	110.977854761737	68.9259877382358
ENSMUSG00000023868.11	30.246707969814	31.065114798046	6.84804241402258	22.5923256285071	30.3970440070573	42.3787399244646	52.4062091930425	39.3862787075633
ENSMUSG00000023873.8	0.630139749371125	0	0	0	2.25163288941165	0	1.02757272927534	0
ENSMUSG00000023882.11	6.30139749371125	3.65471938800541	21.9137357248723	4.34467800548213	4.5032657788233	0.963153180101469	0	0
ENSMUSG00000023883.9	90.740123909442	100.504783170149	49.3059053809626	82.5488821041604	46.1584742329389	126.173066593292	126.391445700867	64.5497345485065
ENSMUSG00000023885.8	21.4247514786182	31.065114798046	46.5666884153535	8.68935601096425	24.7679617835282	11.5578381612176	10.2757272927534	21.8812659486463
ENSMUSG00000023886.9	10.082235989938	31.9787946450473	9.58725937963161	36.4952952460499	27.0195946729398	60.6786503463926	78.0955274249262	129.099469097013
ENSMUSG00000023892.7	23.9453104761027	9.13679847001353	5.47843393121806	9.55829161206068	7.88071511294078	0.963153180101469	0	14.2228228666201
ENSMUSG00000023902.14	0.630139749371125	0.913679847001353	0	0	0	4.81576590050735	1.02757272927534	1.09406329743231
ENSMUSG00000023903.7	0	0.913679847001353	0	0	0	10.5946849811162	12.3308727513041	2.18812659486463
ENSMUSG00000023904.6	17.6439129823915	12.7915178580189	35.6098205529174	10.4272272131571	24.7679617835282	107.873156171365	76.0403819663755	99.5597600663406
ENSMUSG00000023905.10	78.7674686713906	159.893973225237	328.706035873084	141.636502978717	128.343074696464	470.981905069618	646.343246714191	499.986926926568
ENSMUSG00000023906.2	0	0	0	0	0	5.77891908060881	4.11029091710138	1.09406329743231
ENSMUSG00000023908.7	5.041117994969	12.7915178580189	5.47843393121806	16.5097764208321	1.12581644470583	9.63153180101469	3.08271818782603	36.1040888152664
ENSMUSG00000023909.3	18.2740527317626	49.3387117380731	21.9137357248723	13.0340340164464	21.3905124494107	3.85261272040588	27.7444636904343	13.1287595691878
ENSMUSG00000023911.8	0	0	0	0	0	0	3.08271818782603	0
ENSMUSG00000023912.9	63.0139749371125	42.9429528090636	32.8706035873084	48.6603936613998	48.4101071223505	34.6735144836529	15.4135909391302	18.5990760563493
ENSMUSG00000023913.13	3.15069874685562	1.82735969400271	0	0	0	2.88945954030441	1.02757272927534	4.37625318972926
ENSMUSG00000023914.12	0	0	0	0	0	0	0	0
ENSMUSG00000023915.4	34.6576862154119	36.5471938800541	57.5235562777897	82.5488821041604	129.46889114117	130.025679313698	72.9576637785494	132.38165898931
ENSMUSG00000023918.8	17.0137732330204	12.7915178580189	10.9568678624361	13.9029696175428	10.1323480023524	17.3367572418264	33.9099000660864	25.1634558409432
ENSMUSG00000023919.7	11.3425154886802	6.39575892900947	0	4.34467800548213	5.62908222352913	3.85261272040588	0	0
ENSMUSG00000023921.8	52.9317389471745	30.1514349510446	54.7843393121806	27.8059392350856	24.7679617835282	7.70522544081175	2.05514545855069	16.4109494614847
ENSMUSG00000023923.9	327.042529923614	243.03883930236	209.550097869091	233.743676694938	177.878998263521	170.47811287796	142.832609369273	205.683899917275
ENSMUSG00000023926.7	0	0	0	0	0	0	0	0
ENSMUSG00000023927.11	185.891226064482	192.786447717285	154.76575855691	233.743676694938	91.1911320211719	421.861092884443	323.685409721733	318.372419552803
ENSMUSG00000023930.9	0	0	0	0	0	0	0	0
ENSMUSG00000023931.4	0.630139749371125	0	0	0	2.25163288941165	0	1.02757272927534	0
ENSMUSG00000023932.8	40.9590837091231	27.4103954100406	16.4353017936542	59.0876208745569	34.9003097858806	63.568109886697	43.1580546295645	35.0100255178341
ENSMUSG00000023935.9	2.5205589974845	1.82735969400271	9.58725937963161	18.2476476230249	12.3839808917641	3.85261272040588	9.2481545634781	5.47031648716157
ENSMUSG00000023938.7	44.7399222053499	63.0439094430933	76.6980750370529	92.1071737162211	24.7679617835282	21.1893699622323	32.882327336811	49.2328483844541
ENSMUSG00000023939.7	8.19181674182462	6.39575892900947	10.9568678624361	8.68935601096425	1.12581644470583	0.963153180101469	6.16543637565206	1.09406329743231
ENSMUSG00000023940.10	24.5754502254739	41.1155931150609	8.2176508968271	24.3301968306999	11.2581644470583	43.3418931045661	24.6617455026083	38.292215410131
ENSMUSG00000023942.11	144.932142355359	183.649649247272	235.572659042377	171.180313415996	195.892061378814	123.283607052988	113.033000220288	59.079418061345
ENSMUSG00000023943.7	0	0	0	0	0	0	0	0
ENSMUSG00000023944.10	472.604812028344	830.53498092423	882.027862926108	686.459124866176	723.899973945846	1013.23714546675	966.945938248099	773.502751284646
ENSMUSG00000023945.6	0	0	0	0	0	0.963153180101469	0	0
ENSMUSG00000023947.7	3.15069874685562	2.74103954100406	1.36960848280452	1.73787120219285	3.37744933411748	7.70522544081175	9.2481545634781	3.28218989229694
ENSMUSG00000023949.6	0	0	0	0	0	0	0	0
ENSMUSG00000023951.12	5280.57109973003	3918.7728637888	6104.34500785973	5244.02635261693	4228.56656631508	4886.07608265475	6796.36603142713	9027.11626711402
ENSMUSG00000023952.9	427.864889822994	479.68191967571	586.192430640333	599.565564756533	638.337924148203	354.440370277341	562.082282913613	573.289167854533
ENSMUSG00000023953.8	16.3836334836492	21.0146364810311	23.2833442076768	11.2961628142535	5.62908222352913	18.2999104219279	29.799609148985	14.2228228666201
ENSMUSG00000023959.8	242.603803507883	172.685491083256	253.377569318835	165.097764208321	165.495017371756	967.968946001976	1015.24185652404	943.082562386655
ENSMUSG00000023960.9	48.5207607015766	39.2882334210582	24.6529526904813	27.8059392350856	34.9003097858806	56.8260376259867	23.6341727733329	64.5497345485065
ENSMUSG00000023961.12	34.6576862154119	12.7915178580189	13.6960848280452	13.0340340164464	7.88071511294078	61.641803526494	33.9099000660864	42.6684685998602
ENSMUSG00000023963.9	13.8630744861647	9.13679847001353	6.84804241402258	14.7719052186392	15.7614302258816	8.66837862091322	7.19300910492741	1.09406329743231
ENSMUSG00000023964.11	0	0	0	0	0	0	0	0
ENSMUSG00000023965.9	151.863679598441	117.864700263175	97.2422022791206	63.4322988800391	67.5489866823496	67.4207226071028	53.4337819223179	35.0100255178341
ENSMUSG00000023966.4	0.630139749371125	5.48207908200812	5.47843393121806	8.68935601096425	9.00653155764661	7.70522544081175	3.08271818782603	4.37625318972926
ENSMUSG00000023967.5	57.3427171927724	76.7491071481136	68.4804241402258	64.3012344811355	72.0522524611729	43.3418931045661	33.9099000660864	43.7625318972926
ENSMUSG00000023968.11	9.45209624056687	2.74103954100406	4.10882544841355	4.34467800548213	1.12581644470583	3.85261272040588	8.22058183420275	1.09406329743231
ENSMUSG00000023971.8	20.7946117292471	21.0146364810311	8.2176508968271	7.82042040986783	13.5097973364699	20.2262167821309	25.6893182318836	31.7278356255371
ENSMUSG00000023972.9	5.041117994969	13.7051977050203	8.2176508968271	17.3787120219285	3.37744933411748	3.85261272040588	10.2757272927534	1.09406329743231
ENSMUSG00000023973.9	18.9041924811337	25.5830357160379	19.1745187592632	19.9855188252178	38.2777591199981	17.3367572418264	28.7720364197096	15.3168861640524
ENSMUSG00000023977.10	1380.00605112276	1263.61922840287	1118.97013045129	1090.51417937601	1293.56309496699	760.891012280161	839.526919817956	801.948397017886
ENSMUSG00000023978.5	0	3.65471938800541	0	0.868935601096425	4.5032657788233	0.963153180101469	4.11029091710138	1.09406329743231
ENSMUSG00000023979.10	10.7123757393091	18.2735969400271	17.8049102764587	12.16509841535	19.138879559999	18.2999104219279	15.4135909391302	14.2228228666201
ENSMUSG00000023980.6	37.8083849622675	32.8924744920487	46.5666884153535	34.757424043857	40.5293920094097	21.1893699622323	21.5790273147822	42.6684685998602
ENSMUSG00000023982.7	0	0	0	0	1.12581644470583	0	0	0
ENSMUSG00000023984.13	17.6439129823915	25.5830357160379	65.7412071746168	26.9370036339892	25.893778228234	8.66837862091322	27.7444636904343	6.56437978459388
ENSMUSG00000023987.10	0.630139749371125	0	0	0	0	0	4.11029091710138	0
ENSMUSG00000023988.8	27.0960092229584	29.2377551040433	16.4353017936542	26.0680680328928	18.0130631152932	14.447297701522	15.4135909391302	32.8218989229694
ENSMUSG00000023990.14	127.288229372967	215.628443892319	351.989380080761	276.321521148663	264.566864505869	144.47297701522	174.687363976809	143.322291963633
ENSMUSG00000023991.12	74.3564904257927	85.8859056181272	82.176508968271	87.762495710739	60.7940880141146	69.3470289673058	98.646982010433	95.1835068766113
ENSMUSG00000023992.10	0.630139749371125	0	0	0	1.12581644470583	18.2999104219279	13.3584454805795	13.1287595691878
ENSMUSG00000023993.6	0	0	0	0	0	10.5946849811162	6.16543637565206	7.6584430820262
ENSMUSG00000023994.9	141.151303859132	163.548692613242	97.2422022791206	97.3207873227996	72.0522524611729	156.030815176438	244.562309567532	152.074798343092
ENSMUSG00000023995.7	0	0	0	0	0	1.92630636020294	0	0
ENSMUSG00000023999.10	42.2193632078654	45.6839923500676	56.1539477949852	45.1846512570141	75.4297017952904	16.373604061725	29.799609148985	9.84656967689083
ENSMUSG00000024002.12	611.865696639362	557.344706670825	703.978760161521	656.046378827801	529.133729011738	941.000656959135	826.168474337377	1071.08796818624
ENSMUSG00000024006.12	405.809998595004	465.063042123689	547.843393121806	563.93920511158	589.927817025853	368.887667978863	341.154146119414	404.803420049956
ENSMUSG00000024007.10	14.4932142355359	20.1009566340298	30.1313866216994	18.2476476230249	28.1454111176457	7.70522544081175	26.7168909611589	5.47031648716157
ENSMUSG00000024008.11	10.7123757393091	5.48207908200812	21.9137357248723	4.34467800548213	28.1454111176457	7.70522544081175	12.3308727513041	3.28218989229694
ENSMUSG00000024011.12	24.5754502254739	21.0146364810311	13.6960848280452	19.1165832241214	43.9068413435272	15.4104508816235	19.5238818562315	30.6337723281048
ENSMUSG00000024012.13	51.6714594484322	97.7637436291447	152.026541591301	113.830563743632	90.0653155764661	74.1627948678131	57.5440728394193	144.416355261065
ENSMUSG00000024013.10	7.5616769924535	3.65471938800541	4.10882544841355	7.82042040986783	2.25163288941165	1.92630636020294	15.4135909391302	0
ENSMUSG00000024014.7	61.7536954383702	49.3387117380731	112.30789558997	66.9080412844248	86.6878662423486	180.109644678975	250.727745943184	178.332317481467
ENSMUSG00000024018.13	51.6714594484322	45.6839923500676	47.9362968981581	56.4808140712677	23.6421453388223	23.1156763224353	17.4687363976808	6.56437978459388
ENSMUSG00000024019.13	52.9317389471745	44.7703125030663	35.6098205529174	56.4808140712677	120.462359583523	13.4841445214206	11.3033000220288	30.6337723281048
ENSMUSG00000024026.8	32.7672669672985	10.0504783170149	30.1313866216994	47.7914580603034	13.5097973364699	22.1525231423338	25.6893182318836	20.787202651214
ENSMUSG00000024027.7	0	0	0	0	0	0	0	0
ENSMUSG00000024028.7	0	0	0	0	3.37744933411748	0	0	0
ENSMUSG00000024029.4	0	0	0	0	0	0	0	0
ENSMUSG00000024030.6	8.19181674182462	1.82735969400271	26.0225611732858	5.21361360657855	7.88071511294078	7.70522544081175	2.05514545855069	1.09406329743231
ENSMUSG00000024032.6	0	0	0	0	0	0	0	0
ENSMUSG00000024033.9	0	0	0	0	0	0	0	0
ENSMUSG00000024034.8	0	0	0	0	0	0.963153180101469	0	0
ENSMUSG00000024036.11	94.5209624056687	103.245822711153	90.3941598650981	115.568434945825	115.9590938047	75.1259480479146	82.2058183420275	140.040102071336
ENSMUSG00000024037.8	75.616769924535	81.3175063831204	121.895154969602	125.126726557885	136.223789809405	63.568109886697	54.4613546515932	43.7625318972926
ENSMUSG00000024038.12	84.4387264157307	102.332142864152	95.8725937963161	90.3693025140282	92.3169484658777	33.7103613035514	47.2683455466658	45.9506584921572
ENSMUSG00000024039.10	1.89041924811337	4.56839923500676	0	2.60680680328928	0	2.88945954030441	0	0
ENSMUSG00000024041.8	0	0	0	0	0	0	0	0
ENSMUSG00000024042.6	47.2604812028344	103.245822711153	184.89714517861	64.3012344811355	131.720524030582	275.46180950902	265.113764153039	366.511204639825
ENSMUSG00000024043.9	20.164471979876	2.74103954100406	2.73921696560903	2.60680680328928	10.1323480023524	9.63153180101469	0	1.09406329743231
ENSMUSG00000024044.11	51.0413196990611	39.2882334210582	58.8931647605942	44.3157156559177	92.3169484658777	18.2999104219279	3.08271818782603	4.37625318972926
ENSMUSG00000024045.5	899.209422352595	840.585459241245	1349.06435556245	1233.01961795583	1157.33930515759	791.711914043408	765.541683310131	896.037840597065
ENSMUSG00000024048.10	79.3976084207617	115.12366072217	86.2853344166845	76.4663328964854	76.5555182399962	323.619468514094	265.113764153039	224.282975973624
ENSMUSG00000024049.10	11748.3254872753	9619.22142923024	15183.4796403709	13695.2940088808	12280.4057788512	13590.0913712317	17018.6595422583	16962.3573633906
ENSMUSG00000024050.11	112.795015137431	112.382621181166	101.351027727534	102.534400929378	81.0587840188195	102.094237090756	80.1506728834768	111.594456338096
ENSMUSG00000024052.13	94.5209624056687	57.5618303610852	41.0882544841355	62.5633632789426	39.4035755647039	52.9734249055808	78.0955274249262	42.6684685998602
ENSMUSG00000024053.10	102.082639398122	105.986862252157	79.4372920026619	82.5488821041604	58.542455124703	17.3367572418264	12.3308727513041	29.5397090306725
ENSMUSG00000024054.9	329.563088921098	221.110522974327	205.441272420677	205.068801858756	212.779308049401	162.772887437148	172.632218518258	242.882052029974
ENSMUSG00000024055.10	136.110185864163	169.944451542252	339.66290373552	255.467066722349	229.666554719989	67.4207226071028	72.9576637785494	82.0547473074236
ENSMUSG00000024056.9	0	4.56839923500676	9.58725937963161	2.60680680328928	0	3.85261272040588	16.4411636684055	0
ENSMUSG00000024059.9	218.028353282409	191.872767870284	184.89714517861	208.544544263142	176.753181818815	106.910002991263	151.053191203476	124.723215907284
ENSMUSG00000024063.8	247.014781753481	302.428029357448	386.229592150873	344.967433635281	379.400141865863	496.987040932358	368.898609809849	307.43178657848
ENSMUSG00000024064.9	0	0	0	0	0	0.963153180101469	0	0
ENSMUSG00000024065.7	2.5205589974845	0	1.36960848280452	2.60680680328928	1.12581644470583	0	1.02757272927534	10.9406329743231
ENSMUSG00000024066.8	206.685837793729	74.0080676071096	30.1313866216994	27.8059392350856	68.6748031270554	61.641803526494	38.0201909831877	38.292215410131
ENSMUSG00000024067.9	8.82195649119575	6.39575892900947	13.6960848280452	6.9514848087714	5.62908222352913	6.74207226071028	3.08271818782603	2.18812659486463
ENSMUSG00000024068.6	85.0688661651019	74.9217474541109	45.197079932549	51.2672004646891	36.0261262305864	43.3418931045661	41.1029091710138	48.1387850870218
ENSMUSG00000024069.8	23.9453104761027	20.1009566340298	5.47843393121806	25.1991324317963	20.2646960047049	7.70522544081175	6.16543637565206	3.28218989229694
ENSMUSG00000024070.11	98.9319406512666	82.2311862301218	54.7843393121806	68.6459124866176	92.3169484658777	78.015407588219	66.7922274028974	73.302240927965
ENSMUSG00000024072.8	15.123353984907	5.48207908200812	0	6.9514848087714	12.3839808917641	4.81576590050735	9.2481545634781	3.28218989229694
ENSMUSG00000024073.10	2606.25800339897	2591.19604609584	3122.7073407943	2489.50049714126	2289.91064853165	2937.61719930948	2442.54037748749	2222.04255708503
ENSMUSG00000024074.7	57.9728569421435	72.1807079131069	43.8274714497445	69.514848087714	55.1650057905855	67.4207226071028	45.2132000881151	71.1141143331004
ENSMUSG00000024076.9	0	3.65471938800541	0	1.73787120219285	0	2.88945954030441	2.05514545855069	4.37625318972926
ENSMUSG00000024077.11	401.399020349407	420.292729620622	391.708026082092	341.491691230895	392.909939202333	473.871364609923	366.843464351298	318.372419552803
ENSMUSG00000024078.6	25.8357297242161	15.532557399023	19.1745187592632	42.5778444537248	79.9329675741137	18.2999104219279	4.11029091710138	9.84656967689083
ENSMUSG00000024079.4	247.014781753481	52.9934311260785	63.0019902090077	122.519919754596	67.5489866823496	52.0102717254793	57.5440728394193	28.4456457332402
ENSMUSG00000024081.8	74.9866301751639	83.1448660771231	78.0676835198574	69.514848087714	61.9199044588204	98.2416243703499	65.764654673622	70.0200510356681
ENSMUSG00000024082.4	16.3836334836492	18.2735969400271	17.8049102764587	26.0680680328928	2.25163288941165	9.63153180101469	13.3584454805795	1.09406329743231
ENSMUSG00000024083.11	318.220573432418	237.556760220352	268.443262629685	175.524991421478	228.540738275283	363.108748898254	268.196482340865	234.129545650515
ENSMUSG00000024084.7	0	0	0	0	0	0	1.02757272927534	0
ENSMUSG00000024085.9	173.288431077059	179.081250012265	164.353017936542	217.233900274106	95.6943977999952	211.893699622323	166.466782142606	326.03086263483
ENSMUSG00000024087.3	1.26027949874225	1.82735969400271	0	0	1.12581644470583	10.5946849811162	14.3860182098548	6.56437978459388
ENSMUSG00000024088.3	0	0	0	0	0	0	0	0
ENSMUSG00000024091.8	23.3151707267316	34.7198341860514	19.1745187592632	24.3301968306999	20.2646960047049	46.2313526448705	35.965045524637	60.1734813587773
ENSMUSG00000024095.11	175.178850325173	173.599170930257	160.244192488128	150.325858989682	130.594707585876	403.561182462516	269.22405507014	330.407115824559
ENSMUSG00000024096.12	64.2742544358547	59.3891900550879	54.7843393121806	68.6459124866176	36.0261262305864	41.4155867443632	116.115718408114	53.6091015741834
ENSMUSG00000024097.10	180.850108069513	132.483577815196	89.0245513822935	192.03476784231	266.818497395281	283.167034949832	233.259009545503	260.387064788891
ENSMUSG00000024098.5	100.192220150009	94.1090242411393	79.4372920026619	79.0731396997747	63.0457209035263	156.030815176438	191.128527645214	126.911342502148
ENSMUSG00000024099.10	87.5894251625864	125.174139039185	110.938287107166	128.602468962271	97.9460306894069	115.578381612176	133.584454805795	122.535089312419
ENSMUSG00000024101.10	25.8357297242161	14.6188775520216	80.8069004854664	58.2186852734605	77.681334684702	16.373604061725	23.6341727733329	49.2328483844541
ENSMUSG00000024104.9	511.043336739982	668.81364800499	909.420032582199	683.852318062887	607.940880141146	316.877396253383	332.933564285212	445.283762054952
ENSMUSG00000024105.2	0	0	0	0	0	0	0	0
ENSMUSG00000024107.6	0	0	0	0	0	0	1.02757272927534	0
ENSMUSG00000024109.14	4.41097824559787	11.8778380110176	0	2.60680680328928	7.88071511294078	9.63153180101469	21.5790273147822	2.18812659486463
ENSMUSG00000024112.12	140.521164109761	145.275095673215	235.572659042377	102.534400929378	262.315231616457	357.329829817645	297.99609148985	265.857381276052
ENSMUSG00000024114.10	0	0	0	0	0	0	0	1.09406329743231
ENSMUSG00000024116.5	0	0	0	0	0	0	0	0
ENSMUSG00000024118.9	5.67125774434012	6.39575892900947	9.58725937963161	6.08254920767498	7.88071511294078	10.5946849811162	10.2757272927534	2.18812659486463
ENSMUSG00000024120.8	388.166085612613	327.097385226484	290.356998354557	316.292558799099	288.209009844691	165.662346977453	194.21124583304	150.980735045659
ENSMUSG00000024121.9	34.6576862154119	79.4901466891177	150.656933108497	55.6118784701712	67.5489866823496	123.283607052988	82.2058183420275	61.2675446562096
ENSMUSG00000024122.12	278.521769222037	296.032270428438	282.13934745773	258.942809126735	230.792371164694	886.100925693352	820.003037961725	559.066344987912
ENSMUSG00000024124.5	0	0	0	0	0	0	0	0
ENSMUSG00000024125.1	0	0	0	0	0	0	0	0
ENSMUSG00000024127.10	369.89203288085	199.182206646295	242.420701456399	258.073873525638	197.01787782352	178.183338318772	200.376682208692	131.287595691878
ENSMUSG00000024128.9	0	0	0	0	0	0	0	0
ENSMUSG00000024130.11	90.740123909442	101.41846301715	112.30789558997	146.850116585296	103.575112912936	69.3470289673058	112.005427491013	119.252899420122
ENSMUSG00000024131.7	2.5205589974845	4.56839923500676	0	1.73787120219285	2.25163288941165	17.3367572418264	3.08271818782603	4.37625318972926
ENSMUSG00000024132.5	92.0004034081842	83.1448660771231	60.2627732433987	74.7284616942926	137.349606254111	33.7103613035514	48.2959182759412	48.1387850870218
ENSMUSG00000024134.11	0	0	0	0	0	0	21.5790273147822	1.09406329743231
ENSMUSG00000024135.9	52.9317389471745	33.8061543390501	60.2627732433987	34.757424043857	61.9199044588204	55.8628844458852	28.7720364197096	30.6337723281048
ENSMUSG00000024136.10	34.6576862154119	33.8061543390501	23.2833442076768	54.7429428690748	22.5163288941165	19.2630636020294	57.5440728394193	51.4209749793188
ENSMUSG00000024137.8	85.699005914473	68.5259885251015	78.0676835198574	119.04417735021	113.707460915288	76.0891012280161	90.4264001762303	107.218203148367
ENSMUSG00000024140.9	369.261893131479	317.960586756471	341.032512218324	339.753820028702	434.565147656449	196.4832487407	321.630264263183	315.090229660506
ENSMUSG00000024142.10	26.4658694735872	24.6693558690365	36.9794290357219	41.7089088526284	22.5163288941165	12.5209913413191	14.3860182098548	25.1634558409432
ENSMUSG00000024143.10	111.534735638689	108.727901793161	99.9814192447297	86.8935601096425	150.859403590581	134.841445214206	178.79765489391	113.782582932961
ENSMUSG00000024145.6	29.6165682204429	18.2735969400271	50.6755138637671	38.2331664482427	45.032657788233	21.1893699622323	20.5514545855069	21.8812659486463
ENSMUSG00000024146.5	46.0002017040921	40.2019132680595	36.9794290357219	104.272272131571	56.2908222352913	52.0102717254793	94.5366910933317	44.8565951947249
ENSMUSG00000024150.7	37.8083849622675	39.2882334210582	58.8931647605942	65.1701700822319	36.0261262305864	26.9682890428411	45.2132000881151	48.1387850870218
ENSMUSG00000024151.9	51.0413196990611	21.0146364810311	21.9137357248723	20.8544544263142	7.88071511294078	23.1156763224353	0	6.56437978459388
ENSMUSG00000024154.6	0	0	0	0	0	0	0	1.09406329743231
ENSMUSG00000024155.7	0.630139749371125	0.913679847001353	0	0.868935601096425	0	6.74207226071028	0	1.09406329743231
ENSMUSG00000024158.13	28.9864284710717	42.9429528090636	17.8049102764587	33.8884884427606	28.1454111176457	15.4104508816235	67.8198001321727	3.28218989229694
ENSMUSG00000024160.12	14.4932142355359	39.2882334210582	60.2627732433987	28.674874836182	54.0391893458797	52.9734249055808	65.764654673622	18.5990760563493
ENSMUSG00000024163.13	1087.62120741456	1224.33099498181	2070.84802600043	1599.71044161852	1430.91270122111	1647.95509115361	1650.2818032162	2084.19058160856
ENSMUSG00000024164.11	6.30139749371125	10.0504783170149	15.0656933108497	9.55829161206068	7.88071511294078	13.4841445214206	9.2481545634781	1.09406329743231
ENSMUSG00000024165.8	4.41097824559787	2.74103954100406	10.9568678624361	10.4272272131571	1.12581644470583	7.70522544081175	8.22058183420275	2.18812659486463
ENSMUSG00000024168.7	10.082235989938	16.4462372460243	6.84804241402258	37.3642308471463	22.5163288941165	4.81576590050735	2.05514545855069	21.8812659486463
ENSMUSG00000024169.11	63.6441146864836	56.6481505140839	101.351027727534	139.029696175428	102.44929646823	25.0419826826382	34.9374727953617	26.2575191383755
ENSMUSG00000024170.11	66.1646736839681	72.1807079131069	110.938287107166	106.010143333764	46.1584742329389	15.4104508816235	19.5238818562315	31.7278356255371
ENSMUSG00000024171.4	0	0	0	0	0	0	0	0
ENSMUSG00000024172.6	0	0	0	0	0	0	0	0
ENSMUSG00000024173.10	0	0	0	0	0	0	0	0
ENSMUSG00000024174.8	20.7946117292471	15.532557399023	8.2176508968271	18.2476476230249	5.62908222352913	12.5209913413191	6.16543637565206	8.75250637945851
ENSMUSG00000024175.1	0	0	0	0	0	0	0	0
ENSMUSG00000024176.6	0	0	0	0	0	6.74207226071028	0	0
ENSMUSG00000024177.8	3.15069874685562	1.82735969400271	0	0	9.00653155764661	0	1.02757272927534	3.28218989229694
ENSMUSG00000024180.9	6.93153724308237	7.30943877601082	9.58725937963161	11.2961628142535	3.37744933411748	3.85261272040588	4.11029091710138	2.18812659486463
ENSMUSG00000024181.8	32.1371272179274	23.7556760220352	78.0676835198574	65.1701700822319	94.5685813552894	9.63153180101469	63.7095092150713	48.1387850870218
ENSMUSG00000024182.12	16.3836334836492	42.9429528090636	21.9137357248723	43.4467800548213	47.2842906776447	20.2262167821309	53.4337819223179	8.75250637945851
ENSMUSG00000024184.11	0	0	1.36960848280452	0	0	1.92630636020294	0	0
ENSMUSG00000024186.11	12.6027949874225	14.6188775520216	16.4353017936542	18.2476476230249	28.1454111176457	18.2999104219279	14.3860182098548	114.876646230393
ENSMUSG00000024187.10	48.5207607015766	62.130229596092	91.7637683479026	42.5778444537248	63.0457209035263	34.6735144836529	47.2683455466658	37.1981521126987
ENSMUSG00000024188.11	701.975680799433	762.008992399128	921.746508927439	959.304903610454	1015.48643312466	735.849029597522	733.686928702596	950.741005468681
ENSMUSG00000024190.6	163.206195087121	223.851562515331	186.266753661414	138.160760574332	346.751464969394	142.546670655017	261.003473235937	379.639964209013
ENSMUSG00000024191.10	120.356692129885	115.12366072217	191.745187592632	88.6314313118354	68.6748031270554	64.5312630667984	51.3786364637672	33.9159622204017
ENSMUSG00000024193.7	35.9179657141541	30.1514349510446	60.2627732433987	76.4663328964854	45.032657788233	81.8680203086249	47.2683455466658	101.747886661205
ENSMUSG00000024194.11	49.1509004509477	29.2377551040433	35.6098205529174	52.1361360657855	22.5163288941165	37.5629740239573	45.2132000881151	26.2575191383755
ENSMUSG00000024197.9	64.2742544358547	74.0080676071096	113.677504072775	84.2867533063533	86.6878662423486	28.8945954030441	42.1304819002891	17.505012758917
ENSMUSG00000024201.8	109.014176641205	93.195344394138	106.829461658752	99.9275941260889	110.330011581171	77.0522544081175	78.0955274249262	202.401710024978
ENSMUSG00000024206.10	25.8357297242161	21.0146364810311	26.0225611732858	13.0340340164464	34.9003097858806	15.4104508816235	43.1580546295645	64.5497345485065
