name	ensembl_gene_id	external_gene_name
SRR1258429.filtered.BAM_peak_6680	ENSMUSG00000044927	H1fx
SRR1258429.filtered.BAM_peak_2931	ENSMUSG00000017288	Vps53
SRR1258429.filtered.BAM_peak_4033	ENSMUSG00000044276	4933427E11Rik
SRR1258429.filtered.BAM_peak_5299	ENSMUSG00000048222	Mfap1b
SRR1258429.filtered.BAM_peak_3181	ENSMUSG00000048445	Ccdc57
SRR1258429.filtered.BAM_peak_4433	ENSMUSG00000062012	Zfp13
SRR1258429.filtered.BAM_peak_4470	ENSMUSG00000005936	Kctd20
SRR1258429.filtered.BAM_peak_50	ENSMUSG00000045210	Vcpip1
SRR1258429.filtered.BAM_peak_8020	ENSMUSG00000051234	Rnf7
SRR1258429.filtered.BAM_peak_7150	ENSMUSG00000048170	Mcmbp
SRR1258429.filtered.BAM_peak_7113	ENSMUSG00000034951	Cog7
SRR1258429.filtered.BAM_peak_6718	ENSMUSG00000013736	Trnt1
SRR1258429.filtered.BAM_peak_2899	ENSMUSG00000023170	Gps2
SRR1258429.filtered.BAM_peak_2526	ENSMUSG00000047417	Rexo1
SRR1258429.filtered.BAM_peak_3091	ENSMUSG00000062421	Arf2
SRR1258429.filtered.BAM_peak_2755	ENSMUSG00000044502	Bod1
SRR1258429.filtered.BAM_peak_8273	ENSMUSG00000046873	Mbtps2
SRR1258429.filtered.BAM_peak_2593	ENSMUSG00000036676	Tmtc3
SRR1258429.filtered.BAM_peak_5817	ENSMUSG00000050323	Ndufaf6
SRR1258429.filtered.BAM_peak_5552	ENSMUSG00000049504	Proser1
SRR1258429.filtered.BAM_peak_7688	ENSMUSG00000045538	Ddx28
SRR1258429.filtered.BAM_peak_3868	ENSMUSG00000035078	Mtmr9
SRR1258429.filtered.BAM_peak_6044	ENSMUSG00000043207	Zmpste24
SRR1258429.filtered.BAM_peak_7814	ENSMUSG00000053914	Kdm4d
SRR1258429.filtered.BAM_peak_4188	ENSMUSG00000022685	Parn
SRR1258429.filtered.BAM_peak_7204	ENSMUSG00000048484	Gm7461
SRR1258429.filtered.BAM_peak_4042	ENSMUSG00000034259	Exosc4
SRR1258429.filtered.BAM_peak_4309	ENSMUSG00000044763	Trmt10c
SRR1258429.filtered.BAM_peak_5685	ENSMUSG00000045576	St7l
SRR1258429.filtered.BAM_peak_6955	ENSMUSG00000102252	Snrpn
SRR1258429.filtered.BAM_peak_7158	ENSMUSG00000040177	2310057M21Rik
SRR1258429.filtered.BAM_peak_2533	ENSMUSG00000046822	Slc39a3
SRR1258429.filtered.BAM_peak_1167	ENSMUSG00000034343	Ube2f
SRR1258429.filtered.BAM_peak_8043	ENSMUSG00000048758	Rpl29
SRR1258429.filtered.BAM_peak_4199	ENSMUSG00000022792	Yars2
SRR1258429.filtered.BAM_peak_6754	ENSMUSG00000045962	Wnk1
SRR1258429.filtered.BAM_peak_666	ENSMUSG00000049439	Cyp20a1
SRR1258429.filtered.BAM_peak_4105	ENSMUSG00000036273	Lrrk2
SRR1258429.filtered.BAM_peak_4106	ENSMUSG00000036273	Lrrk2
SRR1258429.filtered.BAM_peak_4107	ENSMUSG00000036273	Lrrk2
SRR1258429.filtered.BAM_peak_6698	ENSMUSG00000045100	Slc25a26
SRR1258429.filtered.BAM_peak_4255	ENSMUSG00000035376	Hacd2
SRR1258429.filtered.BAM_peak_8061	ENSMUSG00000049305	Ccdc71
SRR1258429.filtered.BAM_peak_3904	ENSMUSG00000043881	Kbtbd7
SRR1258429.filtered.BAM_peak_6916	ENSMUSG00000044452	Zfp507
SRR1258429.filtered.BAM_peak_2326	ENSMUSG00000089872	Rps6kc1
SRR1258429.filtered.BAM_peak_6943	ENSMUSG00000049516	Spty2d1
SRR1258429.filtered.BAM_peak_6604	ENSMUSG00000007216	Zfp775
SRR1258429.filtered.BAM_peak_2899	ENSMUSG00000047284	Neurl4
SRR1258429.filtered.BAM_peak_6598	ENSMUSG00000025821	Zfp282
SRR1258429.filtered.BAM_peak_5702	ENSMUSG00000046793	Gpr61
SRR1258429.filtered.BAM_peak_7836	ENSMUSG00000048429	Timm29
SRR1258429.filtered.BAM_peak_3845	ENSMUSG00000040472	Rabggta
SRR1258429.filtered.BAM_peak_4095	ENSMUSG00000051864	Tbc1d22a
SRR1258429.filtered.BAM_peak_7115	ENSMUSG00000044702	Palb2
SRR1258429.filtered.BAM_peak_3755	ENSMUSG00000017491	Rarb
SRR1258429.filtered.BAM_peak_4598	ENSMUSG00000062691	Cebpzos
SRR1258429.filtered.BAM_peak_6401	ENSMUSG00000041638	Gcn1l1
SRR1258429.filtered.BAM_peak_8094	ENSMUSG00000052658	5830454E08Rik
SRR1258429.filtered.BAM_peak_3577	ENSMUSG00000021504	B4galt7
SRR1258429.filtered.BAM_peak_4927	ENSMUSG00000052920	Prkg1
SRR1258429.filtered.BAM_peak_2397	ENSMUSG00000040006	Ginm1
SRR1258429.filtered.BAM_peak_7928	ENSMUSG00000032299	Commd4
SRR1258429.filtered.BAM_peak_6226	ENSMUSG00000053134	Supt7l
SRR1258429.filtered.BAM_peak_5094	ENSMUSG00000001855	Nup214
SRR1258429.filtered.BAM_peak_1113	ENSMUSG00000053333	Dis3l2
SRR1258429.filtered.BAM_peak_5430	ENSMUSG00000042854	Trp53rkb
SRR1258429.filtered.BAM_peak_5199	ENSMUSG00000027014	Cwc22
SRR1258429.filtered.BAM_peak_4927	ENSMUSG00000053536	Cstf2t
SRR1258429.filtered.BAM_peak_7518	ENSMUSG00000055681	Cope
SRR1258429.filtered.BAM_peak_2669	ENSMUSG00000053838	Nudcd3
SRR1258429.filtered.BAM_peak_5794	ENSMUSG00000053870	Fpgt
SRR1258429.filtered.BAM_peak_6145	ENSMUSG00000029062	Cdk11b
SRR1258429.filtered.BAM_peak_4938	ENSMUSG00000054237	Fra10ac1
SRR1258429.filtered.BAM_peak_6885	ENSMUSG00000049643	2310022A10Rik
SRR1258429.filtered.BAM_peak_1516	ENSMUSG00000054387	Mdm4
SRR1258429.filtered.BAM_peak_5720	ENSMUSG00000054426	A930005H10Rik
SRR1258429.filtered.BAM_peak_5237	ENSMUSG00000049922	Slc35c1
SRR1258429.filtered.BAM_peak_2930	ENSMUSG00000020849	Ywhae
SRR1258429.filtered.BAM_peak_6662	ENSMUSG00000006906	Stambp
SRR1258429.filtered.BAM_peak_7824	ENSMUSG00000045519	Zfp560
SRR1258429.filtered.BAM_peak_5928	ENSMUSG00000028373	Astn2
SRR1258429.filtered.BAM_peak_952	ENSMUSG00000026245	Farsb
SRR1258429.filtered.BAM_peak_4187	ENSMUSG00000055015	Gm9961
SRR1258429.filtered.BAM_peak_6241	ENSMUSG00000029098	Acox3
SRR1258429.filtered.BAM_peak_5802	ENSMUSG00000055436	Srsf11
SRR1258429.filtered.BAM_peak_8008	ENSMUSG00000032423	Syncrip
SRR1258429.filtered.BAM_peak_4602	ENSMUSG00000055760	Gemin6
SRR1258429.filtered.BAM_peak_4436	ENSMUSG00000055839	Elob
SRR1258429.filtered.BAM_peak_3771	ENSMUSG00000021767	Kat6b
SRR1258429.filtered.BAM_peak_6019	ENSMUSG00000055900	Tmem69
SRR1258429.filtered.BAM_peak_7619	ENSMUSG00000055932	Fto
SRR1258429.filtered.BAM_peak_5271	ENSMUSG00000055943	Emc7
SRR1258429.filtered.BAM_peak_4821	ENSMUSG00000056153	Socs6
SRR1258429.filtered.BAM_peak_3520	ENSMUSG00000056257	Gm5447
SRR1258429.filtered.BAM_peak_5955	ENSMUSG00000038047	Haus6
SRR1258429.filtered.BAM_peak_2051	ENSMUSG00000056569	Mpz
SRR1258429.filtered.BAM_peak_5653	ENSMUSG00000038766	Gabpb2
SRR1258429.filtered.BAM_peak_6429	ENSMUSG00000029389	Ddx55
SRR1258429.filtered.BAM_peak_3204	ENSMUSG00000037149	Ddx1
SRR1258429.filtered.BAM_peak_3362	ENSMUSG00000021254	Gpatch2l
SRR1258429.filtered.BAM_peak_5857	ENSMUSG00000058006	Mdn1
SRR1258429.filtered.BAM_peak_2879	ENSMUSG00000020549	Elac2
SRR1258429.filtered.BAM_peak_4049	ENSMUSG00000034022	Cpsf1
SRR1258429.filtered.BAM_peak_3543	ENSMUSG00000063200	Nol7
SRR1258429.filtered.BAM_peak_6244	ENSMUSG00000060708	Bloc1s4
SRR1258429.filtered.BAM_peak_6035	ENSMUSG00000028730	Cfap57
SRR1258429.filtered.BAM_peak_5802	ENSMUSG00000063052	Lrrc40
SRR1258429.filtered.BAM_peak_8042	ENSMUSG00000023345	Poc1a
SRR1258429.filtered.BAM_peak_6936	ENSMUSG00000059070	Rpl18
SRR1258429.filtered.BAM_peak_6153	ENSMUSG00000059939	9430015G10Rik
SRR1258429.filtered.BAM_peak_4697	ENSMUSG00000014504	Srp19
SRR1258429.filtered.BAM_peak_4778	ENSMUSG00000040560	Wdr7
SRR1258429.filtered.BAM_peak_5735	ENSMUSG00000057359	Gm17494
SRR1258429.filtered.BAM_peak_6301	ENSMUSG00000062110	Scfd2
SRR1258429.filtered.BAM_peak_3483	ENSMUSG00000041236	Vps41
SRR1258429.filtered.BAM_peak_1038	ENSMUSG00000026150	Mff
SRR1258429.filtered.BAM_peak_3618	ENSMUSG00000071281	Zfp65
SRR1258429.filtered.BAM_peak_4187	ENSMUSG00000065979	Cpped1
SRR1258429.filtered.BAM_peak_3674	ENSMUSG00000060739	Nsa2
SRR1258429.filtered.BAM_peak_6930	ENSMUSG00000060601	Nr1h2
SRR1258429.filtered.BAM_peak_5228	ENSMUSG00000002105	Slc39a13
SRR1258429.filtered.BAM_peak_6870	ENSMUSG00000087598	Zfp111
SRR1258429.filtered.BAM_peak_2634	ENSMUSG00000061315	Naca
SRR1258429.filtered.BAM_peak_3219	ENSMUSG00000061477	Rps7
SRR1258429.filtered.BAM_peak_4678	ENSMUSG00000063281	Zfp35
SRR1258429.filtered.BAM_peak_6909	ENSMUSG00000063931	Pepd
SRR1258429.filtered.BAM_peak_567	ENSMUSG00000073676	Hspe1
SRR1258429.filtered.BAM_peak_7825	ENSMUSG00000063108	Zfp26
SRR1258429.filtered.BAM_peak_693	ENSMUSG00000052062	Pard3b
SRR1258429.filtered.BAM_peak_2384	ENSMUSG00000016481	Cr1l
SRR1258429.filtered.BAM_peak_7002	ENSMUSG00000063801	Ap3s2
SRR1258429.filtered.BAM_peak_5968	ENSMUSG00000062627	Mysm1
SRR1258429.filtered.BAM_peak_2602	ENSMUSG00000063334	Krr1
SRR1258429.filtered.BAM_peak_4260	ENSMUSG00000022838	Eaf2
SRR1258429.filtered.BAM_peak_4261	ENSMUSG00000022838	Eaf2
SRR1258429.filtered.BAM_peak_4570	ENSMUSG00000038048	Cntnap5c
SRR1258429.filtered.BAM_peak_4110	ENSMUSG00000022635	Zcrb1
SRR1258429.filtered.BAM_peak_1723	ENSMUSG00000026484	Rnf2
SRR1258429.filtered.BAM_peak_3666	ENSMUSG00000021704	Mtx3
SRR1258429.filtered.BAM_peak_6448	ENSMUSG00000061979	Rcc1l
SRR1258429.filtered.BAM_peak_5145	ENSMUSG00000061136	Prpf40a
SRR1258429.filtered.BAM_peak_5661	ENSMUSG00000068856	Sf3b4
SRR1258429.filtered.BAM_peak_7592	ENSMUSG00000001911	Nfix
SRR1258429.filtered.BAM_peak_4985	ENSMUSG00000024982	Zdhhc6
SRR1258429.filtered.BAM_peak_5675	ENSMUSG00000033222	Ttf2
SRR1258429.filtered.BAM_peak_2332	ENSMUSG00000062510	Nsl1
SRR1258429.filtered.BAM_peak_4323	ENSMUSG00000059920	4930453N24Rik
SRR1258429.filtered.BAM_peak_4145	ENSMUSG00000056851	Pcbp2
SRR1258429.filtered.BAM_peak_2552	ENSMUSG00000034453	Polr3b
SRR1258429.filtered.BAM_peak_3238	ENSMUSG00000020564	Atxn7l1
SRR1258429.filtered.BAM_peak_3368	ENSMUSG00000021040	Slirp
SRR1258429.filtered.BAM_peak_4500	ENSMUSG00000061207	Stk19
SRR1258429.filtered.BAM_peak_5216	ENSMUSG00000027067	Ssrp1
SRR1258429.filtered.BAM_peak_8241	ENSMUSG00000046032	Snx12
SRR1258429.filtered.BAM_peak_2909	ENSMUSG00000018446	C1qbp
SRR1258429.filtered.BAM_peak_8097	ENSMUSG00000061536	Sec22c
SRR1258429.filtered.BAM_peak_6002	ENSMUSG00000063800	Prpf38a
SRR1258429.filtered.BAM_peak_5377	ENSMUSG00000019188	H13
SRR1258429.filtered.BAM_peak_4455	ENSMUSG00000073434	Wdr90
SRR1258429.filtered.BAM_peak_7600	ENSMUSG00000059355	Wdr83os
SRR1258429.filtered.BAM_peak_6477	ENSMUSG00000053581	Zfand2a
SRR1258429.filtered.BAM_peak_619	ENSMUSG00000048495	Tyw5
SRR1258429.filtered.BAM_peak_6158	ENSMUSG00000000600	Krit1
SRR1258429.filtered.BAM_peak_7885	ENSMUSG00000009927	Rps25
SRR1258429.filtered.BAM_peak_4564	ENSMUSG00000057863	Rpl36
SRR1258429.filtered.BAM_peak_5443	ENSMUSG00000027523	Gnas
SRR1258429.filtered.BAM_peak_314	ENSMUSG00000061518	Cox5b
SRR1258429.filtered.BAM_peak_5403	ENSMUSG00000063019	Manbal
SRR1258429.filtered.BAM_peak_4481	ENSMUSG00000058392	Rrp1b
SRR1258429.filtered.BAM_peak_3148	ENSMUSG00000017716	Birc5
SRR1258429.filtered.BAM_peak_13	ENSMUSG00000033813	Tcea1
SRR1258429.filtered.BAM_peak_2051	ENSMUSG00000058076	Sdhc
SRR1258429.filtered.BAM_peak_6366	ENSMUSG00000029267	Mtf2
SRR1258429.filtered.BAM_peak_5266	ENSMUSG00000057234	Mettl15
SRR1258429.filtered.BAM_peak_637	ENSMUSG00000026035	Ppil3
SRR1258429.filtered.BAM_peak_5174	ENSMUSG00000027012	Dync1i2
SRR1258429.filtered.BAM_peak_2857	ENSMUSG00000061650	Med9
SRR1258429.filtered.BAM_peak_6150	ENSMUSG00000065990	Aurkaip1
SRR1258429.filtered.BAM_peak_7162	ENSMUSG00000030965	Abraxas2
SRR1258429.filtered.BAM_peak_7152	ENSMUSG00000042055	Wdr11
SRR1258429.filtered.BAM_peak_5808	ENSMUSG00000066324	Impad1
SRR1258429.filtered.BAM_peak_3388	ENSMUSG00000021009	Ptpn21
SRR1258429.filtered.BAM_peak_2298	ENSMUSG00000026608	Kctd3
SRR1258429.filtered.BAM_peak_6850	ENSMUSG00000008036	Ap2s1
SRR1258429.filtered.BAM_peak_6419	ENSMUSG00000029472	Anapc5
SRR1258429.filtered.BAM_peak_340	ENSMUSG00000073702	Rpl31
SRR1258429.filtered.BAM_peak_650	ENSMUSG00000038079	Tmem237
SRR1258429.filtered.BAM_peak_4211	NA	NA
SRR1258429.filtered.BAM_peak_6249	ENSMUSG00000067365	Tmem128
SRR1258429.filtered.BAM_peak_5452	ENSMUSG00000038914	Dido1
SRR1258429.filtered.BAM_peak_637	ENSMUSG00000026036	Nif3l1
SRR1258429.filtered.BAM_peak_429	ENSMUSG00000041763	Tpp2
SRR1258429.filtered.BAM_peak_6771	ENSMUSG00000000399	Ndufa9
SRR1258429.filtered.BAM_peak_4421	ENSMUSG00000067942	Zfp160
SRR1258429.filtered.BAM_peak_3884	ENSMUSG00000033487	Fndc3a
SRR1258429.filtered.BAM_peak_4383	ENSMUSG00000034265	Zdhhc14
SRR1258429.filtered.BAM_peak_3854	ENSMUSG00000021952	Xpo4
SRR1258429.filtered.BAM_peak_6677	ENSMUSG00000030056	Isy1
SRR1258429.filtered.BAM_peak_6656	ENSMUSG00000068329	Htra2
SRR1258429.filtered.BAM_peak_4031	ENSMUSG00000068391	Chrac1
SRR1258429.filtered.BAM_peak_5300	ENSMUSG00000068479	Mfap1a
SRR1258429.filtered.BAM_peak_6323	ENSMUSG00000070697	Utp3
SRR1258429.filtered.BAM_peak_6534	ENSMUSG00000029629	Phf14
SRR1258429.filtered.BAM_peak_5225	ENSMUSG00000005505	Kbtbd4
SRR1258429.filtered.BAM_peak_3049	ENSMUSG00000038208	Pgap3
SRR1258429.filtered.BAM_peak_8290	ENSMUSG00000031370	Zrsr2
SRR1258429.filtered.BAM_peak_5167	ENSMUSG00000042133	Ppig
SRR1258429.filtered.BAM_peak_5622	ENSMUSG00000068923	Syt11
SRR1258429.filtered.BAM_peak_3368	ENSMUSG00000079036	Alkbh1
SRR1258429.filtered.BAM_peak_2500	ENSMUSG00000003923	Tfam
SRR1258429.filtered.BAM_peak_6656	ENSMUSG00000068328	Aup1
SRR1258429.filtered.BAM_peak_7708	ENSMUSG00000069895	Atxn1l
SRR1258429.filtered.BAM_peak_7600	ENSMUSG00000005150	Wdr83
SRR1258429.filtered.BAM_peak_7892	ENSMUSG00000070305	Mpzl3
SRR1258429.filtered.BAM_peak_2994	ENSMUSG00000020485	Supt4a
SRR1258429.filtered.BAM_peak_7116	ENSMUSG00000052707	Tnrc6a
SRR1258429.filtered.BAM_peak_7073	ENSMUSG00000047554	Tmem41b
SRR1258429.filtered.BAM_peak_6442	ENSMUSG00000070493	Chchd2
SRR1258429.filtered.BAM_peak_6363	ENSMUSG00000111375	Btbd8
SRR1258429.filtered.BAM_peak_1319	ENSMUSG00000009907	Vps4b
SRR1258429.filtered.BAM_peak_5964	ENSMUSG00000070900	Gm10306
SRR1258429.filtered.BAM_peak_414	ENSMUSG00000070939	Tgfbrap1
SRR1258429.filtered.BAM_peak_5870	ENSMUSG00000071014	Ndufb6
SRR1258429.filtered.BAM_peak_7392	ENSMUSG00000071103	1700029J07Rik
SRR1258429.filtered.BAM_peak_2462	ENSMUSG00000038240	Pdss2
SRR1258429.filtered.BAM_peak_2390	ENSMUSG00000061759	Armt1
SRR1258429.filtered.BAM_peak_4985	ENSMUSG00000024983	Vti1a
SRR1258429.filtered.BAM_peak_2225	ENSMUSG00000072258	Taf1a
SRR1258429.filtered.BAM_peak_4583	ENSMUSG00000073374	C030034I22Rik
SRR1258429.filtered.BAM_peak_4409	ENSMUSG00000036552	Ermard
SRR1258429.filtered.BAM_peak_4408	ENSMUSG00000116895	Gm3435
SRR1258429.filtered.BAM_peak_4408	ENSMUSG00000079710	Gm3448
SRR1258429.filtered.BAM_peak_4409	ENSMUSG00000079710	Gm3448
SRR1258429.filtered.BAM_peak_1996	ENSMUSG00000052428	Tmco1
SRR1258429.filtered.BAM_peak_1180	ENSMUSG00000073616	Cops9
SRR1258429.filtered.BAM_peak_4681	ENSMUSG00000024273	2700062C07Rik
SRR1258429.filtered.BAM_peak_756	ENSMUSG00000051344	Plekhm3
SRR1258429.filtered.BAM_peak_722	ENSMUSG00000040865	Ino80d
SRR1258429.filtered.BAM_peak_23	ENSMUSG00000090031	4732440D04Rik
SRR1258429.filtered.BAM_peak_6026	ENSMUSG00000073771	Btbd19
SRR1258429.filtered.BAM_peak_7123	ENSMUSG00000073838	Tufm
SRR1258429.filtered.BAM_peak_5908	ENSMUSG00000060206	Zfp462
SRR1258429.filtered.BAM_peak_7075	ENSMUSG00000073867	AA474408
SRR1258429.filtered.BAM_peak_5775	ENSMUSG00000074182	Znhit6
SRR1258429.filtered.BAM_peak_5696	ENSMUSG00000056260	Lrif1
SRR1258429.filtered.BAM_peak_6843	ENSMUSG00000056394	Lig1
SRR1258429.filtered.BAM_peak_6837	ENSMUSG00000030386	Zfp606
SRR1258429.filtered.BAM_peak_3730	ENSMUSG00000074715	Ccl28
SRR1258429.filtered.BAM_peak_2605	ENSMUSG00000074748	Atxn7l3b
SRR1258429.filtered.BAM_peak_5363	ENSMUSG00000074749	Kiz
SRR1258429.filtered.BAM_peak_5329	ENSMUSG00000074807	Gm10762
SRR1258429.filtered.BAM_peak_3579	ENSMUSG00000021500	Ddx46
SRR1258429.filtered.BAM_peak_4913	ENSMUSG00000074922	Fam122a
SRR1258429.filtered.BAM_peak_5246	ENSMUSG00000027165	B230118H07Rik
SRR1258429.filtered.BAM_peak_3480	ENSMUSG00000075054	Yae1d1
SRR1258429.filtered.BAM_peak_4104	ENSMUSG00000075470	Alg10b
SRR1258429.filtered.BAM_peak_5050	ENSMUSG00000006471	Ndor1
SRR1258429.filtered.BAM_peak_4058	ENSMUSG00000016554	Eif3d
SRR1258429.filtered.BAM_peak_6410	ENSMUSG00000043733	Ptpn11
SRR1258429.filtered.BAM_peak_6785	ENSMUSG00000072704	Smim10l1
SRR1258429.filtered.BAM_peak_3345	ENSMUSG00000021219	Rgs6
SRR1258429.filtered.BAM_peak_6657	ENSMUSG00000079511	Gm42688
SRR1258429.filtered.BAM_peak_5780	ENSMUSG00000005034	Prkacb
SRR1258429.filtered.BAM_peak_5261	ENSMUSG00000027166	Dnajc24
SRR1258429.filtered.BAM_peak_6074	ENSMUSG00000028797	Tmem234
SRR1258429.filtered.BAM_peak_6074	ENSMUSG00000028798	Eif3i
SRR1258429.filtered.BAM_peak_6031	ENSMUSG00000009640	Dmap1
SRR1258429.filtered.BAM_peak_6009	ENSMUSG00000010517	Faf1
SRR1258429.filtered.BAM_peak_5986	ENSMUSG00000028549	Itgb3bp
SRR1258429.filtered.BAM_peak_5902	ENSMUSG00000028412	Slc44a1
SRR1258429.filtered.BAM_peak_4438	ENSMUSG00000024122	Pdpk1
SRR1258429.filtered.BAM_peak_5464	ENSMUSG00000059540	Tcea2
SRR1258429.filtered.BAM_peak_5424	ENSMUSG00000017760	Ctsa
SRR1258429.filtered.BAM_peak_5422	ENSMUSG00000017721	Pigt
SRR1258429.filtered.BAM_peak_2973	ENSMUSG00000020526	Znhit3
SRR1258429.filtered.BAM_peak_5320	ENSMUSG00000003660	Snrnp200
SRR1258429.filtered.BAM_peak_6125	ENSMUSG00000028991	Mtor
SRR1258429.filtered.BAM_peak_2955	ENSMUSG00000057181	5730455P16Rik
SRR1258429.filtered.BAM_peak_5050	ENSMUSG00000078201	Tmem203
SRR1258429.filtered.BAM_peak_2401	ENSMUSG00000078348	Sf3b5
SRR1258429.filtered.BAM_peak_2471	ENSMUSG00000019861	Gopc
SRR1258429.filtered.BAM_peak_6135	ENSMUSG00000028964	Park7
SRR1258429.filtered.BAM_peak_6121	ENSMUSG00000059423	Zfp933
SRR1258429.filtered.BAM_peak_7174	ENSMUSG00000038611	Phrf1
SRR1258429.filtered.BAM_peak_5798	ENSMUSG00000028180	Zranb2
SRR1258429.filtered.BAM_peak_3167	ENSMUSG00000039850	Endov
SRR1258429.filtered.BAM_peak_5994	ENSMUSG00000043572	Pars2
SRR1258429.filtered.BAM_peak_7055	ENSMUSG00000078630	Tomt
SRR1258429.filtered.BAM_peak_7052	ENSMUSG00000029461	Fam168a
SRR1258429.filtered.BAM_peak_5914	ENSMUSG00000038630	Zkscan16
SRR1258429.filtered.BAM_peak_5903	ENSMUSG00000028414	Fktn
SRR1258429.filtered.BAM_peak_6936	ENSMUSG00000057342	Sphk2
SRR1258429.filtered.BAM_peak_3020	ENSMUSG00000037601	Nme1
SRR1258429.filtered.BAM_peak_2975	ENSMUSG00000059439	Bcas3
SRR1258429.filtered.BAM_peak_2942	ENSMUSG00000037791	Phf12
SRR1258429.filtered.BAM_peak_2913	ENSMUSG00000020807	4933427D14Rik
SRR1258429.filtered.BAM_peak_2910	ENSMUSG00000040620	Dhx33
SRR1258429.filtered.BAM_peak_6843	ENSMUSG00000070814	Zswim9
SRR1258429.filtered.BAM_peak_6819	ENSMUSG00000006335	Tfpt
SRR1258429.filtered.BAM_peak_2223	ENSMUSG00000056050	Mia3
SRR1258429.filtered.BAM_peak_4080	ENSMUSG00000022390	Zc3h7b
SRR1258429.filtered.BAM_peak_3416	ENSMUSG00000021266	Wars
SRR1258429.filtered.BAM_peak_4013	ENSMUSG00000050891	Tatdn1
SRR1258429.filtered.BAM_peak_5329	ENSMUSG00000042851	Zc3h6
SRR1258429.filtered.BAM_peak_5312	ENSMUSG00000027209	Fam227b
SRR1258429.filtered.BAM_peak_3230	ENSMUSG00000020664	Dld
SRR1258429.filtered.BAM_peak_3617	ENSMUSG00000048280	Zfp738
SRR1258429.filtered.BAM_peak_6456	ENSMUSG00000053293	Pom121
SRR1258429.filtered.BAM_peak_2057	ENSMUSG00000013997	Nit1
SRR1258429.filtered.BAM_peak_1976	ENSMUSG00000040612	Ildr2
SRR1258429.filtered.BAM_peak_1885	ENSMUSG00000026705	Klhl20
SRR1258429.filtered.BAM_peak_5216	ENSMUSG00000027071	P2rx3
SRR1258429.filtered.BAM_peak_6416	ENSMUSG00000038593	Tctn1
SRR1258429.filtered.BAM_peak_1789	ENSMUSG00000050565	Tor1aip2
SRR1258429.filtered.BAM_peak_1747	ENSMUSG00000042772	Smg7
SRR1258429.filtered.BAM_peak_3791	ENSMUSG00000015968	Cacna1d
SRR1258429.filtered.BAM_peak_6761	ENSMUSG00000040669	Phc1
SRR1258429.filtered.BAM_peak_8267	ENSMUSG00000041229	Phf8
SRR1258429.filtered.BAM_peak_8260	ENSMUSG00000044348	Slc25a53
SRR1258429.filtered.BAM_peak_5104	ENSMUSG00000038696	Mapkap1
SRR1258429.filtered.BAM_peak_910	ENSMUSG00000026200	Glb1l
SRR1258429.filtered.BAM_peak_4849	ENSMUSG00000024926	Kat5
SRR1258429.filtered.BAM_peak_4513	ENSMUSG00000036315	Znrd1
SRR1258429.filtered.BAM_peak_5084	ENSMUSG00000039715	Wdr34
SRR1258429.filtered.BAM_peak_5076	ENSMUSG00000026806	Ddx31
SRR1258429.filtered.BAM_peak_6657	ENSMUSG00000030037	Mrpl53
SRR1258429.filtered.BAM_peak_729	ENSMUSG00000025963	Mdh1b
SRR1258429.filtered.BAM_peak_6638	ENSMUSG00000055027	Smyd1
SRR1258429.filtered.BAM_peak_4315	ENSMUSG00000022748	Cmss1
SRR1258429.filtered.BAM_peak_6226	ENSMUSG00000029141	Slc4a1ap
SRR1258429.filtered.BAM_peak_8223	ENSMUSG00000031351	Zfp185
SRR1258429.filtered.BAM_peak_4773	ENSMUSG00000024576	Csnk1a1
SRR1258429.filtered.BAM_peak_111	ENSMUSG00000079658	Eloc
SRR1258429.filtered.BAM_peak_6145	ENSMUSG00000073682	Gm10563
SRR1258429.filtered.BAM_peak_4161	ENSMUSG00000005983	1700037C18Rik
SRR1258429.filtered.BAM_peak_4643	ENSMUSG00000024240	Epc1
SRR1258429.filtered.BAM_peak_8296	ENSMUSG00000079317	Trappc2
SRR1258429.filtered.BAM_peak_4840	ENSMUSG00000080268	Brms1
SRR1258429.filtered.BAM_peak_4345	ENSMUSG00000022889	Mrpl39
SRR1258429.filtered.BAM_peak_7957	ENSMUSG00000032386	Trip4
SRR1258429.filtered.BAM_peak_6885	ENSMUSG00000003363	Pld3
SRR1258429.filtered.BAM_peak_5830	ENSMUSG00000040550	Otud6b
SRR1258429.filtered.BAM_peak_7891	ENSMUSG00000059890	Ube4a
SRR1258429.filtered.BAM_peak_4367	ENSMUSG00000022961	Son
SRR1258429.filtered.BAM_peak_7872	ENSMUSG00000011114	Tbrg1
SRR1258429.filtered.BAM_peak_7003	ENSMUSG00000047084	Ngrn
SRR1258429.filtered.BAM_peak_6516	ENSMUSG00000029655	N4bp2l2
SRR1258429.filtered.BAM_peak_4202	NA	NA
SRR1258429.filtered.BAM_peak_6261	ENSMUSG00000015804	Med28
SRR1258429.filtered.BAM_peak_2505	ENSMUSG00000033416	Gucd1
SRR1258429.filtered.BAM_peak_4537	ENSMUSG00000034729	Mrps10
SRR1258429.filtered.BAM_peak_7030	ENSMUSG00000041328	Pcf11
SRR1258429.filtered.BAM_peak_4977	ENSMUSG00000025069	Gsto2
SRR1258429.filtered.BAM_peak_7993	ENSMUSG00000032328	Tmem30a
SRR1258429.filtered.BAM_peak_8036	ENSMUSG00000090150	Acad11
SRR1258429.filtered.BAM_peak_6306	ENSMUSG00000036403	Cep135
