name	ensembl_gene_id	external_gene_name
SRR1258429.filtered.BAM_peak_5372	ENSMUSG00000027455	Nsfl1c
SRR1258429.filtered.BAM_peak_5384	ENSMUSG00000027487	Cdk5rap1
SRR1258429.filtered.BAM_peak_5439	ENSMUSG00000027502	Rtf2
SRR1258429.filtered.BAM_peak_5400	ENSMUSG00000027628	Aar2
SRR1258429.filtered.BAM_peak_5404	ENSMUSG00000027649	Ctnnbl1
SRR1258429.filtered.BAM_peak_5409	ENSMUSG00000027655	Dhx35
SRR1258429.filtered.BAM_peak_5582	ENSMUSG00000027775	Mfsd1
SRR1258429.filtered.BAM_peak_5558	ENSMUSG00000027799	Nbea
SRR1258429.filtered.BAM_peak_5576	ENSMUSG00000027822	Slc33a1
SRR1258429.filtered.BAM_peak_5678	ENSMUSG00000027854	Sike1
SRR1258429.filtered.BAM_peak_5671	ENSMUSG00000027879	Sec22b
SRR1258429.filtered.BAM_peak_5638	ENSMUSG00000027936	Crtc2
SRR1258429.filtered.BAM_peak_5636	ENSMUSG00000027939	Nup210l
SRR1258429.filtered.BAM_peak_5634	ENSMUSG00000027942	4933434E20Rik
SRR1258429.filtered.BAM_peak_5633	ENSMUSG00000042520	Ubap2l
SRR1258429.filtered.BAM_peak_5752	ENSMUSG00000028016	Ints12
SRR1258429.filtered.BAM_peak_5752	ENSMUSG00000028018	Gstcd
SRR1258429.filtered.BAM_peak_5751	ENSMUSG00000028029	Aimp1
SRR1258429.filtered.BAM_peak_5751	ENSMUSG00000028030	Tbck
SRR1258429.filtered.BAM_peak_5617	ENSMUSG00000028069	Gpatch4
SRR1258429.filtered.BAM_peak_5611	ENSMUSG00000028081	Rps3a1
SRR1258429.filtered.BAM_peak_5610	ENSMUSG00000028085	Gatb
SRR1258429.filtered.BAM_peak_5666	ENSMUSG00000028099	Polr3c
SRR1258429.filtered.BAM_peak_5657	ENSMUSG00000028107	Tars2
SRR1258429.filtered.BAM_peak_5804	ENSMUSG00000028232	Tmem68
SRR1258429.filtered.BAM_peak_5774	ENSMUSG00000028256	Odf2l
SRR1258429.filtered.BAM_peak_5863	ENSMUSG00000028295	Smim8
SRR1258429.filtered.BAM_peak_5893	ENSMUSG00000028331	Trmo
SRR1258429.filtered.BAM_peak_5919	ENSMUSG00000028391	Wdr31
SRR1258429.filtered.BAM_peak_5933	ENSMUSG00000028398	Dmac1
SRR1258429.filtered.BAM_peak_5872	ENSMUSG00000028409	Smu1
SRR1258429.filtered.BAM_peak_5874	ENSMUSG00000028423	Nfx1
SRR1258429.filtered.BAM_peak_5911	ENSMUSG00000028431	Ikbkap
SRR1258429.filtered.BAM_peak_5983	ENSMUSG00000028563	Tm2d1
SRR1258429.filtered.BAM_peak_5964	ENSMUSG00000028578	Caap1
SRR1258429.filtered.BAM_peak_5999	ENSMUSG00000028608	0610037L13Rik
SRR1258429.filtered.BAM_peak_5998	ENSMUSG00000028609	Magoh
SRR1258429.filtered.BAM_peak_6047	ENSMUSG00000028657	Ppt1
SRR1258429.filtered.BAM_peak_6029	ENSMUSG00000028677	Rnf220
SRR1258429.filtered.BAM_peak_6024	ENSMUSG00000028689	Ccdc163
SRR1258429.filtered.BAM_peak_6024	ENSMUSG00000028690	Mmachc
SRR1258429.filtered.BAM_peak_6022	ENSMUSG00000028692	Akr1a1
SRR1258429.filtered.BAM_peak_6014	ENSMUSG00000028719	Cmpk1
SRR1258429.filtered.BAM_peak_6035	ENSMUSG00000028729	Ebna1bp2
SRR1258429.filtered.BAM_peak_6112	ENSMUSG00000028741	Mrto4
SRR1258429.filtered.BAM_peak_6109	ENSMUSG00000028757	Ddost
SRR1258429.filtered.BAM_peak_6064	ENSMUSG00000028820	Sfpq
SRR1258429.filtered.BAM_peak_6091	ENSMUSG00000028850	Gpatch3
SRR1258429.filtered.BAM_peak_6055	ENSMUSG00000028861	Mrps15
SRR1258429.filtered.BAM_peak_6051	ENSMUSG00000028902	Sf3a3
SRR1258429.filtered.BAM_peak_6194	ENSMUSG00000028932	Psmc2
SRR1258429.filtered.BAM_peak_6195	ENSMUSG00000028932	Psmc2
SRR1258429.filtered.BAM_peak_6194	ENSMUSG00000029014	Dnajc2
SRR1258429.filtered.BAM_peak_6199	ENSMUSG00000028986	Klhl7
SRR1258429.filtered.BAM_peak_6130	ENSMUSG00000028990	Lzic
SRR1258429.filtered.BAM_peak_6130	ENSMUSG00000028992	Nmnat1
SRR1258429.filtered.BAM_peak_6196	ENSMUSG00000029012	Orc5
SRR1258429.filtered.BAM_peak_6193	ENSMUSG00000029017	Pmpcb
SRR1258429.filtered.BAM_peak_6139	ENSMUSG00000029027	Dffb
SRR1258429.filtered.BAM_peak_6142	ENSMUSG00000029056	Pank4
SRR1258429.filtered.BAM_peak_6148	ENSMUSG00000029066	Mrpl20
SRR1258429.filtered.BAM_peak_6266	ENSMUSG00000029089	5730480H06Rik
SRR1258429.filtered.BAM_peak_6240	ENSMUSG00000029097	Trmt44
SRR1258429.filtered.BAM_peak_6235	ENSMUSG00000029111	Nelfa
SRR1258429.filtered.BAM_peak_6247	ENSMUSG00000029125	Stx18
SRR1258429.filtered.BAM_peak_6298	ENSMUSG00000029152	Ociad1
SRR1258429.filtered.BAM_peak_6269	ENSMUSG00000029173	Sepsecs
SRR1258429.filtered.BAM_peak_6270	ENSMUSG00000029179	Zcchc4
SRR1258429.filtered.BAM_peak_6369	ENSMUSG00000029263	Pigg
SRR1258429.filtered.BAM_peak_6346	ENSMUSG00000029319	Coq2
SRR1258429.filtered.BAM_peak_6382	ENSMUSG00000029345	Tfip11
SRR1258429.filtered.BAM_peak_6430	ENSMUSG00000029387	Gtf2h3
SRR1258429.filtered.BAM_peak_6430	ENSMUSG00000029388	Eif2b1
SRR1258429.filtered.BAM_peak_6426	ENSMUSG00000029404	Arl6ip4
SRR1258429.filtered.BAM_peak_6423	ENSMUSG00000029427	Zcchc8
SRR1258429.filtered.BAM_peak_6422	ENSMUSG00000029434	Vps33a
SRR1258429.filtered.BAM_peak_6413	ENSMUSG00000029454	Mapkapk5
SRR1258429.filtered.BAM_peak_6377	ENSMUSG00000029501	Ankle2
SRR1258429.filtered.BAM_peak_6376	ENSMUSG00000029502	Golga3
SRR1258429.filtered.BAM_peak_6379	ENSMUSG00000029504	Ddx51
SRR1258429.filtered.BAM_peak_6479	ENSMUSG00000029551	Psmg3
SRR1258429.filtered.BAM_peak_6537	ENSMUSG00000029571	Tmem106b
SRR1258429.filtered.BAM_peak_6483	ENSMUSG00000029586	Spdye4b
SRR1258429.filtered.BAM_peak_6390	ENSMUSG00000029592	Usp30
SRR1258429.filtered.BAM_peak_6489	ENSMUSG00000029617	Ccz1
SRR1258429.filtered.BAM_peak_6555	ENSMUSG00000029670	Ing3
SRR1258429.filtered.BAM_peak_6628	ENSMUSG00000029780	Nt5c3
SRR1258429.filtered.BAM_peak_6630	ENSMUSG00000029804	Herc3
SRR1258429.filtered.BAM_peak_6580	ENSMUSG00000029840	Mtpn
SRR1258429.filtered.BAM_peak_6592	ENSMUSG00000029911	Ssbp1
SRR1258429.filtered.BAM_peak_6589	ENSMUSG00000029918	Mrps33
SRR1258429.filtered.BAM_peak_6654	ENSMUSG00000030045	Mrpl19
SRR1258429.filtered.BAM_peak_6686	ENSMUSG00000030079	Ruvbl1
SRR1258429.filtered.BAM_peak_6687	ENSMUSG00000030082	Sec61a1
SRR1258429.filtered.BAM_peak_6722	ENSMUSG00000030101	Sumf1
SRR1258429.filtered.BAM_peak_6748	ENSMUSG00000030138	Bms1
SRR1258429.filtered.BAM_peak_6784	ENSMUSG00000030188	Magohb
SRR1258429.filtered.BAM_peak_6792	ENSMUSG00000030204	Ddx47
SRR1258429.filtered.BAM_peak_6730	ENSMUSG00000030286	Emc3
SRR1258429.filtered.BAM_peak_6733	ENSMUSG00000030298	Sec13
SRR1258429.filtered.BAM_peak_6735	ENSMUSG00000030314	Atg7
SRR1258429.filtered.BAM_peak_6763	ENSMUSG00000030327	Necap1
SRR1258429.filtered.BAM_peak_6920	ENSMUSG00000030423	Pop4
SRR1258429.filtered.BAM_peak_6967	ENSMUSG00000030521	Mphosph10
SRR1258429.filtered.BAM_peak_6892	ENSMUSG00000030603	Psmc4
SRR1258429.filtered.BAM_peak_6998	ENSMUSG00000030611	Mrps11
SRR1258429.filtered.BAM_peak_6998	ENSMUSG00000030612	Mrpl46
SRR1258429.filtered.BAM_peak_7040	ENSMUSG00000030647	Ndufc2
SRR1258429.filtered.BAM_peak_7119	ENSMUSG00000030752	Kdm8
SRR1258429.filtered.BAM_peak_7055	ENSMUSG00000030842	Lamtor1
SRR1258429.filtered.BAM_peak_7115	ENSMUSG00000030868	Dctn5
SRR1258429.filtered.BAM_peak_7107	ENSMUSG00000030924	Rexo5
SRR1258429.filtered.BAM_peak_7106	ENSMUSG00000030942	Thumpd1
SRR1258429.filtered.BAM_peak_7161	ENSMUSG00000030960	Eef1akmt2
SRR1258429.filtered.BAM_peak_8229	ENSMUSG00000031196	F8
SRR1258429.filtered.BAM_peak_8229	ENSMUSG00000031198	Fundc2
SRR1258429.filtered.BAM_peak_8264	ENSMUSG00000031284	Pak3
SRR1258429.filtered.BAM_peak_8300	ENSMUSG00000031358	Msl3
SRR1258429.filtered.BAM_peak_7250	ENSMUSG00000031447	Lamp1
SRR1258429.filtered.BAM_peak_7319	ENSMUSG00000031487	Brf2
SRR1258429.filtered.BAM_peak_7243	ENSMUSG00000031505	Naxd
SRR1258429.filtered.BAM_peak_7245	ENSMUSG00000031511	Arhgef7
SRR1258429.filtered.BAM_peak_7434	ENSMUSG00000031521	Aga
SRR1258429.filtered.BAM_peak_7294	ENSMUSG00000031533	Mrps31
SRR1258429.filtered.BAM_peak_7473	ENSMUSG00000031641	Cbr4
SRR1258429.filtered.BAM_peak_7633	ENSMUSG00000031669	Gins3
SRR1258429.filtered.BAM_peak_7705	ENSMUSG00000031723	Txnl4b
SRR1258429.filtered.BAM_peak_7709	ENSMUSG00000031731	Ap1g1
SRR1258429.filtered.BAM_peak_7627	ENSMUSG00000031774	Fam192a
SRR1258429.filtered.BAM_peak_7751	ENSMUSG00000031823	Zdhhc7
SRR1258429.filtered.BAM_peak_7688	ENSMUSG00000031901	Dus2
SRR1258429.filtered.BAM_peak_7697	ENSMUSG00000031916	Cog8
SRR1258429.filtered.BAM_peak_7697	ENSMUSG00000031917	Nip7
SRR1258429.filtered.BAM_peak_7816	ENSMUSG00000031935	Med17
SRR1258429.filtered.BAM_peak_7884	ENSMUSG00000032127	Vps11
SRR1258429.filtered.BAM_peak_7836	ENSMUSG00000032182	Yipf2
SRR1258429.filtered.BAM_peak_7969	ENSMUSG00000032199	Polr2m
SRR1258429.filtered.BAM_peak_7981	ENSMUSG00000032215	Rsl24d1
SRR1258429.filtered.BAM_peak_7965	ENSMUSG00000011958	Bnip2
SRR1258429.filtered.BAM_peak_7964	ENSMUSG00000032235	Ice2
SRR1258429.filtered.BAM_peak_7926	ENSMUSG00000032295	Man2c1
SRR1258429.filtered.BAM_peak_7918	ENSMUSG00000032309	Fbxo22
SRR1258429.filtered.BAM_peak_8080	ENSMUSG00000032504	Pdcd6ip
SRR1258429.filtered.BAM_peak_8036	ENSMUSG00000032557	Uba5
SRR1258429.filtered.BAM_peak_8038	ENSMUSG00000032563	Mrpl3
SRR1258429.filtered.BAM_peak_8047	ENSMUSG00000032579	Hemk1
SRR1258429.filtered.BAM_peak_5925	ENSMUSG00000039105	Atp6v1g1
SRR1258429.filtered.BAM_peak_6056	ENSMUSG00000042616	Oscp1
SRR1258429.filtered.BAM_peak_1782	ENSMUSG00000033701	Acbd6
SRR1258429.filtered.BAM_peak_3882	ENSMUSG00000033712	Ccar2
SRR1258429.filtered.BAM_peak_7131	ENSMUSG00000042502	Cd2bp2
SRR1258429.filtered.BAM_peak_5735	ENSMUSG00000039756	Dnttip2
SRR1258429.filtered.BAM_peak_6453	ENSMUSG00000040731	Eif4h
SRR1258429.filtered.BAM_peak_1156	ENSMUSG00000034432	Cops8
SRR1258429.filtered.BAM_peak_4807	ENSMUSG00000033323	Ctdp1
SRR1258429.filtered.BAM_peak_6730	ENSMUSG00000034023	Fancd2
SRR1258429.filtered.BAM_peak_4053	ENSMUSG00000033728	Lrrc14
SRR1258429.filtered.BAM_peak_6337	ENSMUSG00000029486	Mrpl1
SRR1258429.filtered.BAM_peak_6741	ENSMUSG00000024104	Washc2
SRR1258429.filtered.BAM_peak_2529	ENSMUSG00000035278	Plekhj1
SRR1258429.filtered.BAM_peak_4053	ENSMUSG00000033762	Recql4
SRR1258429.filtered.BAM_peak_3233	ENSMUSG00000035933	Cog5
SRR1258429.filtered.BAM_peak_7170	ENSMUSG00000039018	Mtg1
SRR1258429.filtered.BAM_peak_7584	ENSMUSG00000033938	Ndufb7
SRR1258429.filtered.BAM_peak_5076	ENSMUSG00000035666	Gtf3c4
SRR1258429.filtered.BAM_peak_7471	ENSMUSG00000038005	Hpf1
SRR1258429.filtered.BAM_peak_6273	ENSMUSG00000039178	Tbc1d19
SRR1258429.filtered.BAM_peak_3193	ENSMUSG00000037669	Ldah
SRR1258429.filtered.BAM_peak_7952	ENSMUSG00000034263	Ints14
SRR1258429.filtered.BAM_peak_5854	ENSMUSG00000028284	Map3k7
SRR1258429.filtered.BAM_peak_3764	ENSMUSG00000039599	Fam149b
SRR1258429.filtered.BAM_peak_4818	ENSMUSG00000034391	Fbxo15
SRR1258429.filtered.BAM_peak_4739	ENSMUSG00000034653	Ythdc2
SRR1258429.filtered.BAM_peak_4471	ENSMUSG00000071172	Srsf3
SRR1258429.filtered.BAM_peak_6693	ENSMUSG00000034083	Ccdc174
SRR1258429.filtered.BAM_peak_911	ENSMUSG00000033021	Gmppa
SRR1258429.filtered.BAM_peak_2195	ENSMUSG00000038806	Sde2
SRR1258429.filtered.BAM_peak_3681	ENSMUSG00000049658	Bdp1
SRR1258429.filtered.BAM_peak_2660	ENSMUSG00000034274	Thoc5
SRR1258429.filtered.BAM_peak_6926	ENSMUSG00000038888	Ctu1
SRR1258429.filtered.BAM_peak_641	ENSMUSG00000038174	Fam126b
SRR1258429.filtered.BAM_peak_6335	ENSMUSG00000034826	Nup54
SRR1258429.filtered.BAM_peak_6481	ENSMUSG00000039623	Ap5z1
SRR1258429.filtered.BAM_peak_3991	ENSMUSG00000038736	Nudcd1
SRR1258429.filtered.BAM_peak_4558	ENSMUSG00000001229	Dpp9
SRR1258429.filtered.BAM_peak_8103	ENSMUSG00000035202	Lars2
SRR1258429.filtered.BAM_peak_4242	ENSMUSG00000038084	Opa1
SRR1258429.filtered.BAM_peak_8004	ENSMUSG00000035941	Ibtk
SRR1258429.filtered.BAM_peak_5347	ENSMUSG00000037376	Trmt6
SRR1258429.filtered.BAM_peak_6776	ENSMUSG00000037997	Parp11
SRR1258429.filtered.BAM_peak_5239	ENSMUSG00000040174	Alkbh3
SRR1258429.filtered.BAM_peak_8195	ENSMUSG00000031167	Rbm3
SRR1258429.filtered.BAM_peak_3272	ENSMUSG00000035142	Nubpl
SRR1258429.filtered.BAM_peak_3563	ENSMUSG00000035139	Secisbp2
SRR1258429.filtered.BAM_peak_5526	ENSMUSG00000037325	Bbs7
SRR1258429.filtered.BAM_peak_4513	ENSMUSG00000036214	Znrd1as
SRR1258429.filtered.BAM_peak_5023	ENSMUSG00000037197	Rbm17
SRR1258429.filtered.BAM_peak_4409	ENSMUSG00000079707	Tcte3
SRR1258429.filtered.BAM_peak_6530	ENSMUSG00000042505	Sdhaf3
SRR1258429.filtered.BAM_peak_4662	ENSMUSG00000036743	Psma8
SRR1258429.filtered.BAM_peak_6465	ENSMUSG00000037364	Srrt
SRR1258429.filtered.BAM_peak_4162	ENSMUSG00000014232	Cluap1
SRR1258429.filtered.BAM_peak_6913	ENSMUSG00000034875	Nudt19
SRR1258429.filtered.BAM_peak_3900	ENSMUSG00000058997	Vwa8
SRR1258429.filtered.BAM_peak_3358	ENSMUSG00000034290	Nek9
SRR1258429.filtered.BAM_peak_6529	ENSMUSG00000042541	Sem1
SRR1258429.filtered.BAM_peak_4130	ENSMUSG00000037570	Mcrs1
SRR1258429.filtered.BAM_peak_7684	ENSMUSG00000037415	Ranbp10
SRR1258429.filtered.BAM_peak_4076	ENSMUSG00000022401	Xpnpep3
SRR1258429.filtered.BAM_peak_319	ENSMUSG00000037216	Lipt1
SRR1258429.filtered.BAM_peak_554	ENSMUSG00000041303	Gtf3c3
SRR1258429.filtered.BAM_peak_6802	ENSMUSG00000041671	Pyroxd1
SRR1258429.filtered.BAM_peak_5560	ENSMUSG00000036513	Commd2
SRR1258429.filtered.BAM_peak_6112	ENSMUSG00000078517	Emc1
SRR1258429.filtered.BAM_peak_6379	ENSMUSG00000033294	Noc4l
SRR1258429.filtered.BAM_peak_6411	ENSMUSG00000042719	Naa25
SRR1258429.filtered.BAM_peak_6439	ENSMUSG00000034211	Mrps17
SRR1258429.filtered.BAM_peak_2390	ENSMUSG00000019763	Rmnd1
SRR1258429.filtered.BAM_peak_2653	ENSMUSG00000034493	4930556J24Rik
SRR1258429.filtered.BAM_peak_7905	ENSMUSG00000037845	Fdxacb1
SRR1258429.filtered.BAM_peak_5374	ENSMUSG00000032869	Psmf1
SRR1258429.filtered.BAM_peak_7905	ENSMUSG00000037971	1110032A03Rik
SRR1258429.filtered.BAM_peak_1234	ENSMUSG00000040648	Ppip5k2
SRR1258429.filtered.BAM_peak_2512	ENSMUSG00000032834	Pwp2
SRR1258429.filtered.BAM_peak_7705	ENSMUSG00000037993	Dhx38
SRR1258429.filtered.BAM_peak_4248	ENSMUSG00000035764	Fbxo45
SRR1258429.filtered.BAM_peak_3518	ENSMUSG00000038462	Uqcrfs1
SRR1258429.filtered.BAM_peak_3817	ENSMUSG00000037526	Atg14
SRR1258429.filtered.BAM_peak_8192	ENSMUSG00000039382	Wdr45
SRR1258429.filtered.BAM_peak_3355	ENSMUSG00000042350	Arel1
SRR1258429.filtered.BAM_peak_5720	ENSMUSG00000033554	Dph5
SRR1258429.filtered.BAM_peak_3623	ENSMUSG00000034525	Ice1
SRR1258429.filtered.BAM_peak_3421	ENSMUSG00000021276	Cinp
SRR1258429.filtered.BAM_peak_3889	ENSMUSG00000033405	Nudt15
SRR1258429.filtered.BAM_peak_5014	ENSMUSG00000039128	Cdc123
SRR1258429.filtered.BAM_peak_3874	ENSMUSG00000021975	Ints9
SRR1258429.filtered.BAM_peak_7840	ENSMUSG00000038895	Zfp653
SRR1258429.filtered.BAM_peak_7252	ENSMUSG00000038416	Cdc16
SRR1258429.filtered.BAM_peak_5246	ENSMUSG00000032864	Rag2
SRR1258429.filtered.BAM_peak_7902	ENSMUSG00000039016	Timm8b
SRR1258429.filtered.BAM_peak_6110	ENSMUSG00000041241	Mul1
SRR1258429.filtered.BAM_peak_6578	ENSMUSG00000038784	Cnot4
SRR1258429.filtered.BAM_peak_4844	ENSMUSG00000039148	Sart1
SRR1258429.filtered.BAM_peak_3171	ENSMUSG00000039703	Nploc4
SRR1258429.filtered.BAM_peak_7300	ENSMUSG00000031540	Kat6a
SRR1258429.filtered.BAM_peak_16	ENSMUSG00000033793	Atp6v1h
SRR1258429.filtered.BAM_peak_8088	ENSMUSG00000039285	Azi2
SRR1258429.filtered.BAM_peak_8197	ENSMUSG00000031174	Rpgr
SRR1258429.filtered.BAM_peak_6515	ENSMUSG00000041147	Brca2
SRR1258429.filtered.BAM_peak_6348	ENSMUSG00000035266	Helq
SRR1258429.filtered.BAM_peak_6159	ENSMUSG00000040429	Mterf1a
SRR1258429.filtered.BAM_peak_7778	ENSMUSG00000039509	Nup133
SRR1258429.filtered.BAM_peak_2284	ENSMUSG00000039210	Gpatch2
SRR1258429.filtered.BAM_peak_5792	ENSMUSG00000039047	Pigk
SRR1258429.filtered.BAM_peak_6127	ENSMUSG00000041459	Tardbp
SRR1258429.filtered.BAM_peak_3493	ENSMUSG00000063894	Zkscan8
SRR1258429.filtered.BAM_peak_5911	ENSMUSG00000038827	Fam206a
SRR1258429.filtered.BAM_peak_4894	ENSMUSG00000039982	Dtx4
SRR1258429.filtered.BAM_peak_2915	ENSMUSG00000040463	Mybbp1a
SRR1258429.filtered.BAM_peak_11	ENSMUSG00000033845	Mrpl15
SRR1258429.filtered.BAM_peak_1946	ENSMUSG00000041396	Mettl18
SRR1258429.filtered.BAM_peak_5234	ENSMUSG00000040506	Ambra1
SRR1258429.filtered.BAM_peak_1946	ENSMUSG00000041406	BC055324
SRR1258429.filtered.BAM_peak_7758	ENSMUSG00000040263	Klhdc4
SRR1258429.filtered.BAM_peak_6345	ENSMUSG00000035297	Cops4
SRR1258429.filtered.BAM_peak_3210	ENSMUSG00000061458	Nol10
SRR1258429.filtered.BAM_peak_1839	ENSMUSG00000026587	Astn1
SRR1258429.filtered.BAM_peak_4500	ENSMUSG00000040482	Dxo
SRR1258429.filtered.BAM_peak_6789	ENSMUSG00000032652	Crebl2
SRR1258429.filtered.BAM_peak_8045	ENSMUSG00000040661	Rad54l2
SRR1258429.filtered.BAM_peak_3943	ENSMUSG00000041935	AW549877
SRR1258429.filtered.BAM_peak_2595	ENSMUSG00000036009	Mettl25
SRR1258429.filtered.BAM_peak_715	ENSMUSG00000052062	Pard3b
SRR1258429.filtered.BAM_peak_4967	ENSMUSG00000040913	Fbxw4
SRR1258429.filtered.BAM_peak_3538	ENSMUSG00000038683	Pak1ip1
SRR1258429.filtered.BAM_peak_3416	ENSMUSG00000040877	Wdr25
SRR1258429.filtered.BAM_peak_2803	ENSMUSG00000040365	Trim41
SRR1258429.filtered.BAM_peak_4565	ENSMUSG00000041168	Lonp1
SRR1258429.filtered.BAM_peak_6139	ENSMUSG00000039523	Cep104
SRR1258429.filtered.BAM_peak_6765	ENSMUSG00000038429	Usp5
SRR1258429.filtered.BAM_peak_7619	ENSMUSG00000033282	Rpgrip1l
SRR1258429.filtered.BAM_peak_5434	ENSMUSG00000039463	Slc9a8
SRR1258429.filtered.BAM_peak_6877	ENSMUSG00000040940	Arhgef1
SRR1258429.filtered.BAM_peak_2580	ENSMUSG00000036112	Metap2
SRR1258429.filtered.BAM_peak_5081	ENSMUSG00000039826	Trub2
SRR1258429.filtered.BAM_peak_2537	ENSMUSG00000035011	Zbtb7a
SRR1258429.filtered.BAM_peak_2435	ENSMUSG00000039531	Zup1
SRR1258429.filtered.BAM_peak_7806	ENSMUSG00000047193	Dync2h1
SRR1258429.filtered.BAM_peak_5455	ENSMUSG00000038685	Rtel1
SRR1258429.filtered.BAM_peak_3976	ENSMUSG00000037646	Vps13b
SRR1258429.filtered.BAM_peak_3667	ENSMUSG00000042167	Papd4
SRR1258429.filtered.BAM_peak_4285	ENSMUSG00000036208	Nepro
SRR1258429.filtered.BAM_peak_4110	ENSMUSG00000036167	Pphln1
SRR1258429.filtered.BAM_peak_4310	ENSMUSG00000052917	Senp7
SRR1258429.filtered.BAM_peak_8258	ENSMUSG00000042750	Bex2
SRR1258429.filtered.BAM_peak_6523	ENSMUSG00000032757	Bet1
SRR1258429.filtered.BAM_peak_2509	ENSMUSG00000033126	Ybey
SRR1258429.filtered.BAM_peak_4171	ENSMUSG00000039427	Alg1
SRR1258429.filtered.BAM_peak_3300	ENSMUSG00000034761	Map4k5
SRR1258429.filtered.BAM_peak_2969	ENSMUSG00000020677	Ddx52
SRR1258429.filtered.BAM_peak_6468	ENSMUSG00000037007	Zfp113
SRR1258429.filtered.BAM_peak_1377	ENSMUSG00000064302	Clasp1
SRR1258429.filtered.BAM_peak_6304	ENSMUSG00000036435	Exoc1
SRR1258429.filtered.BAM_peak_1532	ENSMUSG00000042305	Tmem183a
SRR1258429.filtered.BAM_peak_6406	ENSMUSG00000032867	Fbxw8
SRR1258429.filtered.BAM_peak_8296	ENSMUSG00000040586	Ofd1
SRR1258429.filtered.BAM_peak_6370	ENSMUSG00000050856	Atp5k
SRR1258429.filtered.BAM_peak_7687	ENSMUSG00000048310	Pskh1
SRR1258429.filtered.BAM_peak_6438	ENSMUSG00000051034	Zfp11
SRR1258429.filtered.BAM_peak_1496	ENSMUSG00000046404	Yod1
SRR1258429.filtered.BAM_peak_6483	ENSMUSG00000061898	Rbak
SRR1258429.filtered.BAM_peak_6201	ENSMUSG00000048439	Nupl2
SRR1258429.filtered.BAM_peak_4451	ENSMUSG00000015120	Ube2i
SRR1258429.filtered.BAM_peak_6114	ENSMUSG00000048406	B330016D10Rik
SRR1258429.filtered.BAM_peak_5824	ENSMUSG00000046667	Rbm12b1
SRR1258429.filtered.BAM_peak_3793	ENSMUSG00000021918	Nek4
SRR1258429.filtered.BAM_peak_2954	ENSMUSG00000046909	Tefm
SRR1258429.filtered.BAM_peak_4033	ENSMUSG00000046380	Jrk
SRR1258429.filtered.BAM_peak_5846	ENSMUSG00000045751	Mms22l
SRR1258429.filtered.BAM_peak_6513	ENSMUSG00000041264	Uspl1
SRR1258429.filtered.BAM_peak_6668	ENSMUSG00000046679	C87436
SRR1258429.filtered.BAM_peak_6253	ENSMUSG00000061755	Bod1l
SRR1258429.filtered.BAM_peak_7515	ENSMUSG00000031858	Mau2
SRR1258429.filtered.BAM_peak_2628	ENSMUSG00000044071	Fam19a2
SRR1258429.filtered.BAM_peak_5928	ENSMUSG00000051675	Trim32
SRR1258429.filtered.BAM_peak_5947	ENSMUSG00000008575	Nfib
SRR1258429.filtered.BAM_peak_1121	ENSMUSG00000026254	Eif4e2
SRR1258429.filtered.BAM_peak_6863	ENSMUSG00000044709	Gemin7
SRR1258429.filtered.BAM_peak_6124	ENSMUSG00000047719	Ubiad1
SRR1258429.filtered.BAM_peak_8100	ENSMUSG00000057895	Zfp105
SRR1258429.filtered.BAM_peak_6021	ENSMUSG00000034035	Ccdc17
SRR1258429.filtered.BAM_peak_7254	ENSMUSG00000047710	Champ1
SRR1258429.filtered.BAM_peak_4990	ENSMUSG00000040022	Rab11fip2
SRR1258429.filtered.BAM_peak_5982	ENSMUSG00000028565	Nfia
SRR1258429.filtered.BAM_peak_3679	ENSMUSG00000041632	Mrps27
SRR1258429.filtered.BAM_peak_6916	ENSMUSG00000044997	E130304I02Rik
SRR1258429.filtered.BAM_peak_4175	ENSMUSG00000043140	Tmem186
SRR1258429.filtered.BAM_peak_5804	ENSMUSG00000028233	Tgs1
SRR1258429.filtered.BAM_peak_3486	ENSMUSG00000036721	Zscan12
SRR1258429.filtered.BAM_peak_5952	ENSMUSG00000052407	Ccdc171
SRR1258429.filtered.BAM_peak_4692	ENSMUSG00000038299	Wdr36
SRR1258429.filtered.BAM_peak_4840	ENSMUSG00000047379	B4gat1
SRR1258429.filtered.BAM_peak_6437	ENSMUSG00000029439	Sfswap
SRR1258429.filtered.BAM_peak_4262	ENSMUSG00000034206	Polq
SRR1258429.filtered.BAM_peak_3335	ENSMUSG00000049106	Dcaf5
SRR1258429.filtered.BAM_peak_7144	ENSMUSG00000049728	Zfp668
SRR1258429.filtered.BAM_peak_2464	ENSMUSG00000019864	Rtn4ip1
SRR1258429.filtered.BAM_peak_2522	ENSMUSG00000045193	Cirbp
SRR1258429.filtered.BAM_peak_3602	ENSMUSG00000038212	Mfsd14b
SRR1258429.filtered.BAM_peak_3906	ENSMUSG00000022024	Sugt1
SRR1258429.filtered.BAM_peak_3398	ENSMUSG00000047014	Catsperb
SRR1258429.filtered.BAM_peak_6212	ENSMUSG00000010721	Lmbr1
SRR1258429.filtered.BAM_peak_6839	ENSMUSG00000054715	Zscan22
SRR1258429.filtered.BAM_peak_4903	ENSMUSG00000047044	D030056L22Rik
SRR1258429.filtered.BAM_peak_5616	ENSMUSG00000048039	Isg20l2
SRR1258429.filtered.BAM_peak_5320	ENSMUSG00000044145	1810024B03Rik
SRR1258429.filtered.BAM_peak_7559	ENSMUSG00000037134	Prmt9
